high_csat,wait_minutes,order_to_issue_minutes,connected_handling_time,log_item_price,channel_name,category,Sub-category,Product_category,Agent Shift,Tenure Bucket,Customer_City
1,34.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Other,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Product Specific Information,Unknown,Morning,>90,Unknown
1,22.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,On Job Training,Unknown
1,20.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Email,Returns,Fraudulent User,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Product Specific Information,Unknown,Morning,>90,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Split,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Evening,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Evening,0-30,Unknown
0,30.0,19374.0,427.0,6.075346031088684,Inbound,Order Related,Delayed,LifeStyle,Split,>90,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,On Job Training,Unknown
1,66.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Morning,>90,Unknown
1,18.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,0-30,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,7.170119543449628,Inbound,Returns,Service Centres Related,Electronics,Morning,0-30,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Evening,31-60,Unknown
1,2.0,22063.0,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Electronics,Evening,31-60,Other
1,28.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,15.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,61-90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Afternoon,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Other,Unknown,Afternoon,>90,Unknown
1,2.0,24128.0,427.0,7.003065458786462,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Morning,31-60,Other
0,3.0,5612.0,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Mobile,Morning,On Job Training,Other
1,3.0,6096.0,427.0,8.070906088787819,Inbound,Order Related,Delayed,Home Appliences,Morning,31-60,Other
1,1.0,11957.0,427.0,6.499787040655854,Inbound,Returns,Fraudulent User,LifeStyle,Evening,31-60,Other
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Other,Unknown,Evening,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
0,52.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Other,Unknown,Evening,On Job Training,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Installation/demo,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Exchange / Replacement,Unknown,Morning,>90,Unknown
0,11.0,18763.0,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Other,Evening,0-30,Other
1,0.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,>90,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Seller Cancelled Order,Unknown,Morning,>90,Unknown
0,74.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Split,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Wrong,Unknown,Split,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Split,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Evening,61-90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Afternoon,61-90,Unknown
1,6.0,10501.0,427.0,6.551080335043404,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Evening,31-60,Other
0,106.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Morning,>90,Unknown
1,81.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,On Job Training,Unknown
0,4.0,11514.0,427.0,6.684611727667927,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Afternoon,>90,Other
1,102.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Fraudulent User,Unknown,Split,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Morning,>90,Unknown
1,57.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Afternoon,0-30,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Evening,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Evening,0-30,Unknown
1,11.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Wrong,Unknown,Morning,0-30,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Wrong,Unknown,Morning,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Night,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,>90,Unknown
0,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
0,5.0,18288.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Mobile,Morning,>90,Other
1,1.0,60396.0,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Electronics,Afternoon,>90,Other
1,7.0,18524.0,427.0,5.117993812416755,Inbound,Returns,Reverse Pickup Enquiry,Home,Evening,On Job Training,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,7.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Installation/demo,Unknown,Morning,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Priority delivery,Unknown,Evening,On Job Training,Unknown
0,9.0,10154.0,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Mobile,Morning,>90,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,0-30,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,0.0,25853.0,427.0,7.6638772587034705,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Afternoon,>90,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Shopzilla Related,Other,Unknown,Morning,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Split,>90,Unknown
0,1.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Morning,On Job Training,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Payments related,Online Payment Issues,Unknown,Morning,31-60,Unknown
1,36.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,>90,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
1,36.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,>90,Unknown
1,10.0,18128.0,427.0,5.298317366548036,Inbound,Feedback,UnProfessional Behaviour,Electronics,Afternoon,>90,Other
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Split,61-90,Unknown
1,4.0,24895.0,427.0,5.69035945432406,Inbound,Returns,Reverse Pickup Enquiry,Books & General merchandise,Evening,>90,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Invoice request,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,37.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,General Enquiry,Unknown,Evening,>90,Unknown
1,47.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,61-90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Shopzilla Related,Other,Unknown,Evening,61-90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,On Job Training,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Evening,31-60,Unknown
1,30.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Evening,31-60,Unknown
1,5.0,12614.5,427.0,8.987196820661973,Inbound,Returns,Wrong,Mobile,Morning,On Job Training,Other
1,6.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Unknown,Morning,>90,Unknown
1,2.0,21789.0,427.0,7.313220387090301,Inbound,Returns,Return request,Electronics,Evening,0-30,Other
1,3.0,35987.0,427.0,7.495541943884256,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Afternoon,>90,Other
0,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,35.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Split,>90,Unknown
0,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,49.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,On Job Training,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,2.0,11811.0,427.0,6.907755278982137,Inbound,Returns,Reverse Pickup Enquiry,Electronics,Afternoon,>90,Other
1,4.0,4079.0,427.0,6.597145701886651,Outcall,Refund Related,Refund Enquiry,Home Appliences,Morning,0-30,Other
1,2.0,2784.0,427.0,6.104793232414985,Outcall,Returns,Missing,Home Appliences,Evening,31-60,Other
1,133.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Evening,61-90,Unknown
0,2.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Split,>90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Afternoon,>90,Unknown
1,62.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Wrong,Unknown,Night,31-60,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Evening,31-60,Unknown
1,139.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Other,Unknown,Evening,0-30,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Split,>90,Unknown
0,57.0,60880.0,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Home Appliences,Evening,61-90,Other
1,18.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Morning,0-30,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,31-60,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,0-30,Unknown
0,33.0,14915.0,427.0,7.003065458786462,Inbound,Returns,Other,Electronics,Evening,>90,Other
1,8.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,0-30,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Not Needed,Unknown,Evening,0-30,Unknown
0,16.0,23290.0,427.0,6.597145701886651,Inbound,Order Related,Delayed,Home Appliences,Evening,On Job Training,Other
1,0.0,1238.0,427.0,6.597145701886651,Outcall,Order Related,Delayed,Electronics,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Service Centres Related,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Split,>90,Unknown
0,7.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Split,>90,Unknown
1,29.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
0,10.0,18251.0,427.0,6.035481432524756,Inbound,Returns,Reverse Pickup Enquiry,Home,Morning,0-30,Other
0,20.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Unknown,Evening,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Evening,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Missing,Unknown,Morning,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,31-60,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Morning,31-60,Unknown
0,0.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Related Issues,Unknown,Morning,>90,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,0-30,Unknown
0,4.0,5308.0,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Mobile,Morning,>90,Other
0,123.0,6131.0,427.0,5.318119993844216,Outcall,Order Related,Order status enquiry,Electronics,Evening,On Job Training,Other
1,28.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Split,>90,Unknown
0,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Night,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Afternoon,>90,Unknown
1,99.0,12807.0,427.0,7.170119543449628,Inbound,Cancellation,Not Needed,Books & General merchandise,Evening,On Job Training,Other
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Afternoon,>90,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Email,Order Related,Delayed,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,On Job Training,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Morning,0-30,Unknown
1,64.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Split,>90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Evening,>90,Unknown
1,10.0,13941.0,427.0,7.282073658093465,Outcall,Returns,Reverse Pickup Enquiry,Electronics,Morning,31-60,Other
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Morning,>90,Unknown
0,15.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Afternoon,>90,Unknown
1,1.0,17421.0,427.0,6.214608098422191,Inbound,Order Related,Delayed,LifeStyle,Evening,31-60,Other
1,3.0,8437.0,427.0,2.8903717578961645,Inbound,Order Related,Delayed,Books & General merchandise,Morning,0-30,Other
0,82.0,23890.0,427.0,7.438383530044307,Email,Returns,Fraudulent User,Electronics,Morning,>90,Other
1,40.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Morning,On Job Training,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
0,17.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Split,>90,Unknown
0,4.0,6860.0,427.0,6.597145701886651,Inbound,Returns,Wrong,Electronics,Afternoon,31-60,Other
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Other,Unknown,Evening,0-30,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Evening,On Job Training,Unknown
1,2.0,22658.0,427.0,5.62040086571715,Inbound,Feedback,UnProfessional Behaviour,LifeStyle,Morning,>90,Other
1,19.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Split,>90,Unknown
1,4.0,3139.0,427.0,6.214608098422191,Inbound,Order Related,Order status enquiry,LifeStyle,Morning,31-60,Other
1,2.0,6103.0,427.0,8.779557455883728,Inbound,Order Related,Delayed,Mobile,Evening,31-60,Other
1,1.0,12614.5,427.0,6.597145701886651,Outcall,Product Queries,Product Specific Information,Unknown,Morning,On Job Training,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Refund Related,Refund Enquiry,Unknown,Evening,61-90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Wrong,Unknown,Morning,0-30,Unknown
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Evening,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Missing,Unknown,Morning,>90,Unknown
0,6.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Seller Cancelled Order,Unknown,Morning,On Job Training,Unknown
1,45.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Seller Cancelled Order,Unknown,Night,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Afternoon,>90,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Outcall,Cancellation,Not Needed,Unknown,Evening,>90,Unknown
1,21.0,12614.5,427.0,6.597145701886651,Outcall,Refund Related,Refund Enquiry,Unknown,Morning,0-30,Unknown
0,31.0,8588.0,427.0,6.597145701886651,Inbound,Refund Related,Refund Related Issues,Mobile,Evening,>90,Other
1,4.0,9761.0,427.0,7.824046010856292,Inbound,Returns,Return request,Electronics,Morning,31-60,Other
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
0,17.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Delayed,Unknown,Afternoon,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Cancellation,Other,Unknown,Evening,0-30,Unknown
0,4.0,12614.5,427.0,6.597145701886651,Outcall,Cancellation,Other,Unknown,Afternoon,>90,Unknown
1,44.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,General Enquiry,Unknown,Morning,>90,Unknown
1,11.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Afternoon,61-90,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Email,Refund Related,Refund Enquiry,Unknown,Morning,>90,Unknown
1,24.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Evening,31-60,Unknown
1,7.0,12614.5,427.0,6.597145701886651,Outcall,Order Related,Order status enquiry,Unknown,Evening,On Job Training,Unknown
1,14.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,>90,Unknown
1,5.0,18669.0,427.0,7.227662498728654,Inbound,Returns,Reverse Pickup Enquiry,Home,Evening,31-60,Other
1,1.0,12614.5,427.0,7.495541943884256,Inbound,Returns,Service Centres Related,Electronics,Morning,>90,Other
1,1.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,61-90,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,0-30,Unknown
0,49.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,26.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Exchange / Replacement,Unknown,Morning,On Job Training,Unknown
1,9.0,12614.5,427.0,6.597145701886651,Inbound,Feedback,UnProfessional Behaviour,Unknown,Evening,31-60,Unknown
0,46.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,>90,Unknown
1,10.0,12614.5,427.0,6.597145701886651,Outcall,Offers & Cashback,Other,Unknown,Morning,On Job Training,Unknown
1,3.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Return request,Unknown,Evening,0-30,Unknown
1,3.0,15349.0,427.0,7.783224016336037,Inbound,Returns,Fraudulent User,Electronics,Morning,0-30,Other
1,0.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Priority delivery,Unknown,Afternoon,>90,Unknown
1,56.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Evening,31-60,Unknown
1,2.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Fraudulent User,Unknown,Morning,>90,Unknown
1,4.0,32641.0,427.0,6.834108738813838,Inbound,Returns,Reverse Pickup Enquiry,Books & General merchandise,Evening,>90,Other
1,4.0,10386.0,427.0,7.251344983372214,Inbound,Returns,Reverse Pickup Enquiry,LifeStyle,Evening,61-90,Other
1,22.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,>90,Unknown
0,13.0,12614.5,427.0,6.597145701886651,Inbound,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,5.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Return request,Unknown,Evening,31-60,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Inbound,Product Queries,Product Specific Information,Unknown,Evening,>90,Unknown
1,4.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Evening,>90,Unknown
1,8.0,12614.5,427.0,6.597145701886651,Outcall,Returns,Reverse Pickup Enquiry,Unknown,Morning,31-60,Unknown
1,2.0,21556.0,427.0,5.327876168789581,Inbound,Order Related,Delayed,Books & General merchandise,Split,>90,Other
1,24.0,14221.0,427.0,6.320768294250582,Inbound,Returns,Other,Books & General merchandise,Morning,>90,Other
0,4.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Installation/demo,Unknown,Morning,>90,Unknown
1,1.0,12614.5,427.0,6.597145701886651,Inbound,Order Related,Order status enquiry,Unknown,Morning,On Job Training,Unknown
