"id";"age";"job";"marital";"education";"default_status";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"outcome";"target"
"44730";"34";"management";"divorced";"tertiary";"no";"2240.00";"no";"no";"cellular";"8";"sep";"220";"2";"184";"3";"success";"yes"
"44731";"52";"management";"married";"tertiary";"no";"994.00";"no";"no";"cellular";"8";"sep";"127";"1";"370";"4";"failure";"no"
"44732";"60";"unemployed";"married";"secondary";"no";"957.00";"no";"no";"cellular";"8";"sep";"246";"1";"184";"3";"success";"yes"
"44733";"23";"student";"single";"tertiary";"no";"508.00";"no";"no";"cellular";"8";"sep";"210";"1";"92";"1";"failure";"no"
"44734";"24";"student";"single";"secondary";"no";"689.00";"no";"no";"cellular";"8";"sep";"630";"1";"-1";"0";"unknown";"yes"
"44735";"77";"Ret";"married";"primary";"no";"1385.00";"no";"no";"telephone";"8";"sep";"160";"4";"-1";"0";"unknown";"no"
"44736";"36";"management";"married";"tertiary";"no";"2161.00";"no";"no";"cellular";"8";"sep";"708";"2";"183";"5";"success";"yes"
"44737";"37";"blue-collar";"single";"secondary";"no";"292.00";"no";"no";NULL;"8";"sep";"9";"1";"-1";"0";"unknown";"no"
"44738";"46";"student";"single";NULL;"no";"1527.00";"no";"no";"cellular";"8";"sep";"358";"3";"184";"1";"success";"yes"
"44739";"80";"Ret";"married";"secondary";"no";"8304.00";"no";"no";"telephone";"8";"sep";"606";"3";"91";"13";"success";"yes"
"44740";"37";"management";"single";"tertiary";"no";"698.00";"no";"no";"cellular";"8";"sep";"1081";"2";"-1";"0";"unknown";"yes"
"44741";"25";"student";"single";"tertiary";"no";"20.00";"no";"no";"cellular";"8";"sep";"127";"2";"-1";"0";"unknown";"no"
"44742";"33";"blue-collar";"married";"secondary";"no";"983.00";"no";"no";NULL;"8";"sep";"9";"1";"-1";"0";"unknown";"no"
"44743";"64";"???";"married";NULL;"no";"2799.00";"no";"no";"Tel";"9";"sep";"378";"4";"-1";"0";"unknown";"no"
"44744";"45";"management";"married";"tertiary";"no";"623.00";"no";"no";"cellular";"9";"sep";"405";"3";"-1";"0";"unknown";"no"
"44745";"39";"management";"married";"tertiary";"no";"494.00";"no";"no";"cellular";"9";"sep";"216";"1";"183";"5";"success";"yes"
"44746";"62";"Ret";"married";"secondary";"no";"2801.00";"yes";"yes";"cellular";"9";"sep";"261";"1";"183";"1";"success";"yes"
"44747";"84";"Ret";"married";"tertiary";"no";"4761.00";"no";"no";"telephone";"9";"sep";"1405";"1";"92";"3";"failure";"yes"
"44748";"24";"student";"single";"tertiary";"no";"834.00";"no";"no";"cellular";"9";"sep";"679";"1";"-1";"0";"unknown";"yes"
"44749";"37";"unemployed";"married";"secondary";"no";"1978.00";"no";"no";"cellular";"9";"sep";"404";"1";"182";"1";"success";"yes"
"44750";"24";"student";"single";"secondary";"no";"139.00";"no";"no";"cellular";"9";"sep";"430";"4";"-1";"0";"unknown";"yes"
"44751";"28";"management";"married";"tertiary";"no";"12.00";"yes";"no";"cellular";"9";"sep";"202";"1";"-1";"0";"unknown";"yes"
"44752";"31";"management";"married";"tertiary";"no";"877.00";"no";"no";"cellular";"9";"sep";"209";"1";"92";"8";"success";"yes"
"44753";"75";"Ret";"divorced";"primary";"no";"1926.00";"no";"no";"cellular";"9";"sep";"761";"1";"93";"5";"other";"no"
"44754";"40";"management";"married";"tertiary";"no";"4675.00";"no";"no";"cellular";"9";"sep";"263";"1";"-1";"0";"unknown";"no"
"44755";"33";"unemployed";"single";"secondary";"no";"2066.00";"no";"yes";"cellular";"9";"sep";"305";"1";"749";"2";"failure";"yes"
"44756";"33";"admin.";"single";"secondary";"no";"555.00";"yes";"no";"cellular";"9";"sep";"204";"1";"365";"1";"success";"yes"
"44757";"64";"Ret";"married";"primary";"no";"48.00";"no";"no";"cellular";"9";"sep";"167";"3";"92";"1";"success";"yes"
"44758";"48";"technician";"married";"primary";"no";"235.00";"no";"no";"cellular";"9";"sep";"386";"2";"191";"3";"success";"yes"
"44759";"28";"admin.";"married";"secondary";"no";"1595.00";"no";"no";NULL;"9";"sep";"1";"1";"254";"4";"success";"no"
"44760";"28";"admin.";"married";"secondary";"no";"1595.00";"no";"no";"cellular";"9";"sep";"268";"1";"254";"4";"success";"yes"
"44761";"28";"student";"single";"tertiary";"no";"5741.00";"no";"no";"cellular";"10";"sep";"1042";"5";"200";"3";"failure";"yes"
"44762";"65";"unemployed";"divorced";"secondary";"no";"588.00";"no";"no";"cellular";"10";"sep";"110";"4";"186";"1";"success";"no"
"44763";"69";"Ret";"married";NULL;"no";"426.00";"no";"no";"Tel";"10";"sep";"211";"2";"185";"2";"success";"yes"
"44764";"28";"management";"single";"tertiary";"no";"187.00";"no";"no";"cellular";"10";"sep";"255";"1";"93";"2";"success";"yes"
"44765";"39";"technician";"single";"secondary";"no";"300.00";"no";"no";"cellular";"10";"sep";"315";"6";"394";"1";"failure";"no"
"44766";"24";"admin.";"single";"secondary";"no";"166.00";"no";"no";"cellular";"10";"sep";"256";"2";"-1";"0";"unknown";"yes"
"44767";"51";"housemaid";"divorced";"primary";"no";"127.00";"no";"no";NULL;"13";"sep";"69";"1";"-1";"0";"unknown";"no"
"44768";"83";"Ret";"divorced";"primary";"no";"4565.00";"no";"no";"cellular";"13";"sep";"175";"2";"-1";"0";"unknown";"no"
"44769";"39";"management";"married";"tertiary";"no";"562.00";"no";"no";"cellular";"13";"sep";"303";"2";"-1";"0";"unknown";"no"
"44770";"52";"unemployed";"married";"secondary";"no";"1416.00";"no";"no";"cellular";"13";"sep";"218";"3";"187";"3";"success";"yes"
"44771";"37";"services";"single";"tertiary";"no";"1189.00";"no";"no";"cellular";"13";"sep";"323";"9";"199";"4";"other";"yes"
"44772";"47";"technician";"married";"secondary";"no";"1740.00";"yes";"no";"cellular";"13";"sep";"502";"1";"490";"1";"failure";"no"
"44773";"25";"student";"single";"secondary";"no";"486.00";"no";"no";"cellular";"13";"sep";"273";"3";"199";"4";"failure";"yes"
"44774";"31";"management";"single";"tertiary";"no";"147.00";"no";"no";"cellular";"13";"sep";"81";"3";"96";"5";"success";"no"
"44775";"33";"services";"married";"secondary";"no";"2368.00";"no";"no";NULL;"13";"sep";"5";"1";"-1";"0";"unknown";"no"
"44776";"30";"technician";"single";"secondary";"no";"167.00";"no";"no";NULL;"14";"sep";"9";"1";"-1";"0";"unknown";"no"
"44777";"22";"student";"single";"secondary";"no";"224.00";"no";"no";NULL;"14";"sep";"5";"1";"-1";"0";"unknown";"no"
"44778";"62";"admin.";"married";"secondary";"no";"4608.00";"no";"no";"cellular";"14";"sep";"706";"1";"186";"1";"success";"no"
"44779";"58";"management";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"14";"sep";"358";"2";"-1";"0";"unknown";"yes"
"44780";"67";"Ret";"married";NULL;"no";"2540.00";"no";"no";"Tel";"14";"sep";"279";"3";"92";"9";"success";"yes"
"44781";"72";"admin.";"married";"primary";"no";"2321.00";"no";"no";"cellular";"14";"sep";"221";"2";"64";"12";"failure";"yes"
"44782";"62";"Ret";"married";"tertiary";"no";"2557.00";"yes";"no";"cellular";"14";"sep";"211";"1";"216";"7";"success";"yes"
"44783";"42";"management";"single";"secondary";"no";"900.00";"yes";"no";NULL;"14";"sep";"6";"1";"524";"7";"other";"no"
"44784";"41";"admin.";"married";"secondary";"no";"3138.00";"no";"no";"cellular";"14";"sep";"409";"1";"398";"1";"failure";"yes"
"44785";"28";"management";"single";"tertiary";"no";"1720.00";"no";"no";"cellular";"14";"sep";"230";"1";"91";"4";"success";"yes"
"44786";"43";"blue-collar";"married";"secondary";"no";"408.00";"yes";"no";NULL;"14";"sep";"6";"1";"838";"3";"other";"no"
"44787";"68";"Ret";"divorced";"primary";"no";"2027.00";"no";"no";"cellular";"14";"sep";"404";"2";"91";"4";"success";"yes"
"44788";"30";"management";"single";"tertiary";"no";"13774.00";"no";"no";"cellular";"14";"sep";"380";"1";"-1";"0";"unknown";"no"
"44789";"75";"Ret";"married";"primary";"no";"1765.00";"no";"no";"telephone";"14";"sep";"808";"1";"187";"4";"failure";"yes"
"44790";"24";"student";"single";NULL;"no";"358.00";"no";"no";"cellular";"14";"sep";"407";"2";"92";"2";"success";"no"
"44791";"21";"student";"single";NULL;"no";"1506.00";"no";"no";"cellular";"14";"sep";"340";"1";"-1";"0";"unknown";"yes"
"44792";"74";"Ret";"married";"tertiary";"no";"1843.00";"no";"no";"cellular";"15";"sep";"251";"2";"184";"3";"success";"yes"
"44793";"40";"entrepreneur";"married";"tertiary";"no";"3585.00";"no";"no";"cellular";"15";"sep";"506";"3";"-1";"0";"unknown";"yes"
"44794";"35";"blue-collar";"married";"secondary";"no";"262.00";"no";"no";"cellular";"15";"sep";"331";"1";"75";"6";"failure";"yes"
"44795";"88";"Ret";"married";"secondary";"no";"433.00";"no";"no";"telephone";"15";"sep";"161";"1";"274";"1";"failure";"no"
"44796";"49";"management";"married";"tertiary";"no";"1093.00";"yes";"yes";"cellular";"15";"sep";"316";"1";"246";"4";"success";"yes"
"44797";"39";"management";"married";NULL;"no";"76.00";"no";"no";"cellular";"15";"sep";"200";"1";"183";"1";"success";"yes"
"44798";"63";"admin.";"divorced";"secondary";"no";"4680.00";"no";"no";"cellular";"15";"sep";"953";"2";"-1";"0";"unknown";"yes"
"44799";"38";"management";"married";"tertiary";"no";"1477.00";"no";"no";"cellular";"15";"sep";"385";"3";"769";"2";"failure";"yes"
"44800";"43";"blue-collar";"married";"primary";"no";"445.00";"yes";"no";NULL;"15";"sep";"173";"1";"-1";"0";"unknown";"no"
"44801";"72";"Ret";"married";"tertiary";"no";"3561.00";"no";"no";"telephone";"15";"sep";"511";"3";"184";"7";"success";"yes"
"44802";"24";"student";"single";"secondary";"no";"8165.00";"no";"no";"cellular";"15";"sep";"216";"1";"-1";"0";"unknown";"yes"
"44803";"31";"management";"single";"tertiary";"no";"3340.00";"no";"no";"cellular";"15";"sep";"213";"2";"469";"3";"success";"yes"
"44804";"30";"technician";"single";"tertiary";"no";"0.00";"no";"no";"cellular";"15";"sep";"214";"2";"-1";"0";"unknown";"no"
"44805";"32";"student";"single";NULL;"no";"0.00";"no";"no";NULL;"15";"sep";"7";"1";"-1";"0";"unknown";"no"
"44806";"24";"unemployed";"single";"secondary";"no";"119.00";"no";"no";NULL;"15";"sep";"51";"1";"-1";"0";"unknown";"no"
"44807";"74";"Ret";"divorced";"primary";"no";"2308.00";"no";"no";"telephone";"16";"sep";"251";"2";"535";"2";"success";"no"
"44808";"33";"blue-collar";"single";"primary";"no";"611.00";"no";"no";"telephone";"16";"sep";"390";"2";"-1";"0";"unknown";"yes"
"44809";"36";"technician";"married";"tertiary";"no";"376.00";"no";"no";"cellular";"16";"sep";"173";"1";"-1";"0";"unknown";"yes"
"44810";"49";"technician";"married";"tertiary";"no";"1071.00";"no";"no";"cellular";"16";"sep";"225";"1";"91";"1";"success";"yes"
"44811";"29";"management";"married";"tertiary";"no";"247.00";"no";"no";"cellular";"16";"sep";"143";"2";"587";"3";"failure";"yes"
"44812";"39";"admin.";"divorced";"secondary";"no";"112.00";"no";"no";"cellular";"16";"sep";"574";"3";"-1";"0";"unknown";"yes"
"44813";"75";"Ret";"divorced";"primary";"no";"852.00";"no";"no";"cellular";"16";"sep";"228";"1";"185";"1";"failure";"no"
"44814";"78";"Ret";"divorced";"primary";"no";"527.00";"no";"no";"cellular";"16";"sep";"193";"1";"-1";"0";"unknown";"yes"
"44815";"61";"housemaid";"married";"primary";"no";"2580.00";"no";"no";"cellular";"16";"sep";"270";"3";"202";"7";"other";"yes"
"44816";"60";"Ret";"married";"secondary";"no";"975.00";"no";"no";"cellular";"16";"sep";"303";"1";"792";"1";"failure";"yes"
"44817";"35";"management";"married";NULL;"no";"2326.00";"yes";"yes";"cellular";"16";"sep";"319";"1";"-1";"0";"unknown";"yes"
"44818";"26";"student";"single";"secondary";"no";"655.00";"no";"no";"cellular";"16";"sep";"190";"1";"-1";"0";"unknown";"yes"
"44819";"37";"admin.";"married";"secondary";"no";"529.00";"yes";"no";"cellular";"16";"sep";"234";"1";"149";"2";"other";"no"
"44820";"58";"management";"divorced";NULL;"no";"2986.00";"no";"no";"cellular";"16";"sep";"414";"1";"91";"5";"other";"yes"
"44821";"23";"self-employed";"single";"tertiary";"no";"780.00";"no";"no";"cellular";"16";"sep";"393";"1";"183";"3";"success";"yes"
"44822";"67";"Ret";"married";"secondary";"no";"2048.00";"no";"no";"cellular";"16";"sep";"452";"5";"195";"4";"other";"yes"
"44823";"27";"blue-collar";"married";"secondary";"no";"821.00";"yes";"yes";NULL;"16";"sep";"23";"1";"778";"41";"other";"no"
"44824";"20";"student";"single";NULL;"no";"2785.00";"no";"no";"cellular";"16";"sep";"327";"2";"-1";"0";"unknown";"yes"
"44825";"28";"admin.";"single";"secondary";"no";"127.00";"no";"no";"cellular";"16";"sep";"1334";"2";"-1";"0";"unknown";"yes"
"44826";"66";"Ret";"married";"primary";"no";"388.00";"no";"no";"cellular";"17";"sep";"152";"2";"-1";"0";"unknown";"no"
"44827";"41";"management";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"17";"sep";"294";"4";"63";"11";"other";"yes"
"44828";"31";"student";"single";"tertiary";"no";"4951.00";"no";"no";"cellular";"17";"sep";"285";"3";"81";"3";"failure";"yes"
"44829";"34";"management";"married";"tertiary";"no";"3301.00";"yes";"no";"cellular";"17";"sep";"164";"5";"92";"6";"success";"yes"
"44830";"37";"management";"divorced";"tertiary";"no";"488.00";"yes";"no";"cellular";"17";"sep";"328";"1";"854";"2";"failure";"yes"
"44831";"81";"Ret";"married";"primary";"no";"1154.00";"no";"no";"telephone";"17";"sep";"231";"1";"-1";"0";"unknown";"yes"
"44832";"46";"management";"divorced";"tertiary";"no";"624.00";"no";"no";"cellular";"17";"sep";"336";"2";"183";"2";"success";"yes"
"44833";"28";"admin.";"married";"secondary";"no";"242.00";"yes";"no";NULL;"17";"sep";"47";"1";"779";"12";"failure";"no"
"44834";"33";"blue-collar";"married";"secondary";"no";"889.00";"yes";"no";NULL;"18";"sep";"13";"1";"373";"6";"success";"no"
"44835";"37";"management";"married";"tertiary";"no";"257.00";"no";"no";NULL;"20";"sep";"11";"1";"-1";"0";"unknown";"no"
"44836";"46";"services";"married";"primary";"no";"4343.00";"yes";"no";NULL;"20";"sep";"185";"1";"-1";"0";"unknown";"yes"
"44837";"33";"blue-collar";"married";"primary";"no";"-195.00";"no";"no";NULL;"20";"sep";"9";"1";"-1";"0";"unknown";"no"
"44838";"35";"management";"single";"tertiary";"no";"151.00";"no";"no";NULL;"20";"sep";"11";"1";"850";"2";"failure";"no"
"44839";"32";"blue-collar";"single";"secondary";"no";"427.00";"no";"no";NULL;"20";"sep";"11";"1";"-1";"0";"unknown";"no"
"44840";"26";"management";"single";"tertiary";"no";"1.00";"no";"no";NULL;"21";"sep";"6";"1";"-1";"0";"unknown";"no"
"44841";"35";"management";"single";"tertiary";"no";"1120.00";"no";"no";NULL;"21";"sep";"4";"1";"771";"2";"success";"no"
"44842";"35";"student";"single";"secondary";"no";"278.00";"no";"no";NULL;"21";"sep";"84";"1";"-1";"0";"unknown";"no"
"44843";"31";"student";"single";"secondary";"no";"0.00";"no";"no";"cellular";"22";"sep";"173";"1";"-1";"0";"unknown";"no"
"44844";"44";"management";"divorced";"tertiary";"no";"2367.00";"no";"no";"cellular";"22";"sep";"263";"1";"184";"6";"success";"yes"
"44845";"23";"technician";"single";"secondary";"no";"283.00";"yes";"no";"cellular";"22";"sep";"175";"1";"184";"2";"success";"yes"
"44846";"40";"entrepreneur";"married";"secondary";"no";"6403.00";"no";"no";"cellular";"22";"sep";"208";"2";"-1";"0";"unknown";"yes"
"44847";"41";"technician";"married";"secondary";"no";"1819.00";"no";"no";"cellular";"22";"sep";"397";"1";"371";"3";"failure";"yes"
"44848";"27";"management";"married";"tertiary";"no";"802.00";"no";"no";"cellular";"22";"sep";"569";"1";"-1";"0";"unknown";"yes"
"44849";"45";"admin.";"single";"secondary";"no";"375.00";"no";"yes";NULL;"22";"sep";"10";"1";"594";"6";"failure";"no"
"44850";"70";"Ret";"married";"primary";"no";"3782.00";"no";"no";"cellular";"22";"sep";"704";"2";"190";"1";"failure";"no"
"44851";"36";"management";"single";"tertiary";"no";"5958.00";"yes";"no";"cellular";"22";"sep";"155";"1";"184";"1";"success";"yes"
"44852";"60";"admin.";"married";"secondary";"no";"3735.00";"no";"no";"cellular";"22";"sep";"183";"1";"184";"11";"success";"yes"
"44853";"55";"management";"married";"secondary";"no";"2693.00";"no";"no";"cellular";"22";"sep";"182";"1";"184";"7";"success";"yes"
"44854";"58";"technician";"married";"secondary";"no";"99.00";"no";"no";"telephone";"22";"sep";"396";"2";"-1";"0";"unknown";"yes"
"44855";"55";"management";"divorced";"tertiary";"no";"7010.00";"no";"no";"cellular";"22";"sep";"155";"1";"195";"2";"failure";"no"
"44856";"43";"unemployed";"married";"secondary";"no";"0.00";"yes";"yes";"cellular";"23";"sep";"183";"2";"184";"13";"failure";"yes"
"44857";"26";"management";"single";"tertiary";"no";"1027.00";"no";"no";"cellular";"23";"sep";"744";"1";"-1";"0";"unknown";"yes"
"44858";"25";"management";"single";"tertiary";"no";"3902.00";"no";"no";"cellular";"23";"sep";"856";"1";"-1";"0";"unknown";"yes"
"44859";"31";"housemaid";"married";"secondary";"no";"243.00";"yes";"no";"cellular";"23";"sep";"305";"2";"842";"1";"failure";"yes"
"44860";"55";"admin.";"married";"secondary";"no";"0.00";"no";"no";"cellular";"23";"sep";"180";"2";"238";"3";"success";"no"
"44861";"33";"management";"married";"tertiary";"no";"289.00";"no";"no";"cellular";"23";"sep";"333";"1";"-1";"0";"unknown";"no"
"44862";"55";"management";"divorced";"tertiary";"no";"26306.00";"yes";"no";"cellular";"23";"sep";"84";"1";"589";"4";"failure";"no"
"44863";"54";"services";"single";"secondary";"no";"0.00";"no";"no";"cellular";"23";"sep";"209";"1";"-1";"0";"unknown";"yes"
"44864";"33";"management";"single";"tertiary";"no";"224.00";"no";"no";"cellular";"23";"sep";"409";"2";"92";"4";"success";"yes"
"44865";"46";"management";"married";"tertiary";"no";"7485.00";"no";"no";"cellular";"23";"sep";"145";"1";"779";"2";"failure";"no"
"44866";"29";"unemployed";"single";"secondary";"no";"1055.00";"no";"no";"cellular";"23";"sep";"427";"1";"603";"1";"failure";"yes"
"44867";"28";"admin.";"single";"tertiary";"no";"313.00";"no";"yes";"cellular";"23";"sep";"124";"1";"59";"6";"failure";"no"
"44868";"36";"admin.";"single";"secondary";"no";"60.00";"yes";"no";"cellular";"23";"sep";"156";"2";"-1";"0";"unknown";"yes"
"44869";"31";"management";"single";"tertiary";"no";"2590.00";"no";"no";"cellular";"23";"sep";"103";"2";"484";"2";"other";"no"
"44870";"59";"management";"married";"tertiary";"no";"5397.00";"no";"no";"cellular";"23";"sep";"244";"1";"92";"3";"success";"yes"
"44871";"20";"student";"single";NULL;"no";"179.00";"no";"no";"cellular";"23";"sep";"317";"1";"182";"6";"failure";"no"
"44872";"37";"blue-collar";"single";NULL;"no";"217.00";"no";"no";"cellular";"23";"sep";"272";"2";"-1";"0";"unknown";"yes"
"44873";"30";"technician";"single";"secondary";"no";"1532.00";"no";"no";"cellular";"23";"sep";"447";"1";"489";"6";"failure";"no"
"44874";"35";"technician";"married";"tertiary";"no";"0.00";"yes";"yes";"cellular";"23";"sep";"112";"1";"62";"6";"other";"no"
"44875";"36";"unemployed";"married";"secondary";"no";"17458.00";"no";"no";"cellular";"23";"sep";"390";"2";"-1";"0";"unknown";"no"
"44876";"82";"Ret";"divorced";"primary";"no";"928.00";"no";"no";"telephone";"23";"sep";"217";"2";"188";"3";"other";"no"
"44877";"34";"management";"married";"tertiary";"no";"937.00";"no";"no";"cellular";"23";"sep";"405";"1";"391";"3";"failure";"no"
"44878";"28";"management";"single";"tertiary";"no";"6551.00";"no";"no";"cellular";"23";"sep";"203";"1";"-1";"0";"unknown";"yes"
"44879";"31";"blue-collar";"married";"secondary";"no";"812.00";"yes";"no";"cellular";"23";"sep";"245";"1";"-1";"0";"unknown";"no"
"44880";"30";"self-employed";"single";"tertiary";"no";"655.00";"no";"no";"cellular";"23";"sep";"272";"4";"184";"1";"success";"yes"
"44881";"38";"management";"married";"tertiary";"no";"845.00";"no";"no";"cellular";"23";"sep";"134";"1";"-1";"0";"unknown";"no"
"44882";"35";"admin.";"single";"secondary";"no";"303.00";"no";"no";"cellular";"24";"sep";"173";"2";"190";"10";"other";"yes"
"44883";"39";"admin.";"married";"tertiary";"no";"1322.00";"yes";"no";"cellular";"24";"sep";"157";"3";"486";"1";"other";"no"
"44884";"36";"self-employed";"married";"tertiary";"no";"980.00";"no";"no";"cellular";"24";"sep";"349";"2";"53";"8";"failure";"no"
"44885";"40";"management";"single";"tertiary";"no";"3840.00";"yes";"no";"cellular";"24";"sep";"232";"2";"409";"2";"success";"yes"
"44886";"32";"blue-collar";"single";"secondary";"no";"2093.00";"no";"no";"cellular";"24";"sep";"224";"2";"444";"1";"failure";"yes"
"44887";"38";"management";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"24";"sep";"246";"12";"197";"6";"failure";"no"
"44888";"49";"management";"married";"tertiary";"no";"1167.00";"yes";"yes";"cellular";"24";"sep";"249";"1";"91";"14";"success";"yes"
"44889";"50";"services";"married";"secondary";"no";"2376.00";"yes";"no";"cellular";"24";"sep";"395";"1";"-1";"0";"unknown";"yes"
"44890";"29";"unemployed";"single";"secondary";"no";"670.00";"yes";"no";NULL;"26";"sep";"6";"1";"-1";"0";"unknown";"no"
"44891";"36";"unemployed";"married";"secondary";"no";"923.00";"no";"no";NULL;"27";"sep";"6";"1";"-1";"0";"unknown";"no"
"44892";"55";"services";"Div";"secondary";"no";"0.00";"no";"no";"cellular";"27";"sep";"262";"6";"193";"4";"success";"yes"
"44893";"89";"Ret";"married";"primary";"no";"0.00";"no";"no";"telephone";"27";"sep";"157";"5";"-1";"0";"unknown";"no"
"44894";"81";"Ret";"divorced";"primary";"no";"949.00";"no";"no";"cellular";"27";"sep";"188";"2";"280";"1";"other";"yes"
"44895";"72";"retired";"married";"primary";"no";"4657.00";"no";"no";"cellular";"27";"sep";"132";"4";"94";"16";"other";"no"
"44896";"34";"management";"married";"tertiary";"no";"812.00";"no";"no";"cellular";"27";"sep";"156";"2";"279";"1";"failure";"no"
"44897";"23";"student";"single";"secondary";"no";"1062.00";"no";"no";"telephone";"27";"sep";"379";"3";"-1";"0";"unknown";"no"
"44898";"31";"technician";"married";"tertiary";"no";"3338.00";"yes";"no";"cellular";"27";"sep";"162";"2";"95";"4";"failure";"no"
"44899";"24";"management";"single";"tertiary";"no";"393.00";"no";"no";"cellular";"27";"sep";"1298";"1";"-1";"0";"unknown";"yes"
"44900";"77";"retired";"married";"tertiary";"no";"0.00";"no";"no";"cellular";"27";"sep";"990";"4";"-1";"0";"unknown";"no"
"44901";"28";"admin.";"single";NULL;"no";"174.00";"no";"no";"cellular";"28";"sep";"184";"1";"-1";"0";"unknown";"no"
"44902";"34";"admin.";"single";"secondary";"no";"43.00";"yes";"no";NULL;"28";"sep";"6";"1";"-1";"0";"unknown";"no"
"44903";"69";"admin.";"married";"secondary";"no";"813.00";"no";"no";"telephone";"28";"sep";"237";"2";"-1";"0";"unknown";"no"
"44904";"38";"services";"married";"secondary";"no";"2678.00";"no";"no";"cellular";"28";"sep";"282";"2";"187";"1";"success";"yes"
"44905";"48";"management";"single";"tertiary";"no";"334.00";"yes";"no";"cellular";"28";"sep";"600";"2";"92";"12";"success";"yes"
"44906";"35";"management";"married";"secondary";"no";"683.00";"no";"no";NULL;"29";"sep";"13";"1";"-1";"0";"unknown";"no"
"44907";"32";"management";"single";"tertiary";"no";"414.00";"no";"no";NULL;"29";"sep";"21";"1";"680";"5";"failure";"no"
"44908";"31";"management";"married";NULL;"no";"385.00";"no";"no";"cellular";"29";"sep";"242";"2";"491";"4";"failure";"no"
"44909";"48";"management";"divorced";"tertiary";"no";"-130.00";"yes";"no";"cellular";"29";"sep";"110";"2";"61";"9";"failure";"no"
"44910";"39";"technician";"married";"tertiary";"no";"386.00";"no";"no";"cellular";"29";"sep";"201";"2";"-1";"0";"unknown";"no"
"44911";"61";"retired";"married";"secondary";"no";"11.00";"no";"no";"cellular";"29";"sep";"232";"1";"92";"3";"success";"yes"
"44912";"67";"retired";"married";"primary";"no";"4416.00";"no";"no";"cellular";"29";"sep";"245";"3";"-1";"0";"unknown";"yes"
"44913";"28";"management";"single";"tertiary";"no";"390.00";"no";"no";"cellular";"29";"sep";"845";"1";"232";"4";"success";"yes"
"44914";"29";"services";"single";"secondary";"no";"1934.00";"no";"no";"cellular";"29";"sep";"271";"1";"-1";"0";"unknown";"yes"
"44915";"43";"blue-collar";"married";"secondary";"no";"625.00";"yes";"no";NULL;"30";"sep";"175";"1";"-1";"0";"unknown";"no"
"44916";"27";"management";"single";"tertiary";"no";"1377.00";"no";"no";NULL;"30";"sep";"6";"1";"-1";"0";"unknown";"no"
"44917";"34";"technician";"single";"secondary";"no";"3311.00";"no";"no";"cellular";"1";"oct";"197";"2";"-1";"0";"unknown";"no"
"44918";"60";"admin.";"married";"secondary";"no";"4348.00";"yes";"no";"cellular";"1";"oct";"131";"2";"98";"12";"other";"no"
"44919";"35";"admin.";"married";"tertiary";"no";"318.00";"yes";"yes";"cellular";"1";"oct";"142";"1";"-1";"0";"unknown";"no"
"44920";"37";"blue-collar";"married";NULL;"no";"444.00";"no";"no";"cellular";"1";"oct";"143";"1";"94";"9";"other";"no"
"44921";"58";"unemployed";"married";"tertiary";"no";"1333.00";"no";"no";"cellular";"1";"oct";"278";"1";"-1";"0";"unknown";"no"
"44922";"42";"technician";"married";"secondary";"no";"2152.00";"no";"no";"cellular";"1";"oct";"161";"1";"92";"6";"failure";"no"
"44923";"54";"blue-collar";"single";"secondary";"no";"1633.00";"yes";"no";NULL;"4";"oct";"12";"1";"-1";"0";"unknown";"no"
"44924";"31";"technician";"married";"secondary";"no";"439.00";"no";"no";NULL;"4";"oct";"5";"1";"-1";"0";"unknown";"no"
"44925";"35";"blue-collar";"married";"secondary";"no";"137.00";"no";"yes";NULL;"4";"oct";"5";"1";"808";"12";"failure";"no"
"44926";"21";"technician";"single";"secondary";"no";"519.00";"no";"no";NULL;"4";"oct";"5";"1";"-1";"0";"unknown";"no"
"44927";"34";"blue-collar";"married";"tertiary";"no";"20.00";"no";"no";NULL;"4";"oct";"10";"1";"-1";"0";"unknown";"no"
"44928";"21";"student";"single";"secondary";"no";"57.00";"no";"no";NULL;"4";"oct";"9";"1";"-1";"0";"unknown";"no"
"44929";"49";"management";"married";"tertiary";"no";"2037.00";"no";"no";NULL;"5";"oct";"10";"1";"-1";"0";"unknown";"no"
"44930";"30";"services";"single";"tertiary";"no";"21.00";"no";"no";NULL;"5";"oct";"4";"1";"-1";"0";"unknown";"no"
"44931";"34";"admin.";"single";"secondary";"no";"239.00";"no";"no";NULL;"5";"oct";"6";"1";"-1";"0";"unknown";"no"
"44932";"31";"student";"single";"secondary";"no";"3511.00";"no";"no";"cellular";"6";"oct";"311";"1";"96";"1";"success";"yes"
"44933";"71";"retired";"married";"secondary";"no";"1696.00";"no";"no";"cellular";"6";"oct";"486";"1";"-1";"0";"unknown";"yes"
"44934";"33";"self-employed";"married";"tertiary";"no";"1278.00";"no";"no";"cellular";"6";"oct";"649";"1";"-1";"0";"unknown";"yes"
"44935";"47";"self-employed";"married";"tertiary";"no";"1011.00";"no";"no";"cellular";"6";"oct";"808";"1";"-1";"0";"unknown";"yes"
"44936";"39";"management";"married";"tertiary";"no";"2939.00";"no";"no";"cellular";"6";"oct";"608";"1";"99";"3";"failure";"yes"
