@relation weka_ready_dataset

@attribute Source_Port numeric
@attribute Destination_Port numeric
@attribute Protocol {ICMP,UDP,TCP}
@attribute Packet_Length numeric
@attribute Packet_Type {Data,Control}
@attribute Traffic_Type {HTTP,DNS,FTP}
@attribute Malware_Indicators {IoC_Detected,None}
@attribute Anomaly_Scores numeric
@attribute Alerts_Warnings {No_Alert,Alert_Triggered}
@attribute Attack_Type {Malware,DDoS,Intrusion}
@attribute Attack_Signature {Known_Pattern_B,Known_Pattern_A}
@attribute Severity_Level {Low,Medium,High}
@attribute Network_Segment {Segment_A,Segment_B,Segment_C}
@attribute Firewall_Logs {Log_Data,None}
@attribute IDS_IPS_Alerts {None,Alert_Data}
@attribute Log_Source {Server,Firewall}
@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Hour numeric
@attribute DayOfWeek numeric
@attribute Source_IP_Numeric numeric
@attribute Dest_IP_Numeric numeric
@attribute Proxy_IP_Numeric numeric
@attribute Action_Taken {Logged,Blocked,Ignored}

@data
60730,49632,TCP,397,Control,HTTP,IoC_Detected,31.2,No_Alert,DDoS,Known_Pattern_B,High,Segment_A,Log_Data,Alert_Data,Server,2020,11,7,6,5,2869055923,3412565727,1767320651,Ignored
38753,6031,ICMP,107,Control,HTTP,IoC_Detected,93.89,No_Alert,DDoS,Known_Pattern_A,Low,Segment_C,None,None,Server,2022,10,13,3,3,2830429313,3691117283,0,Ignored
55013,21914,ICMP,351,Control,FTP,IoC_Detected,11.15,No_Alert,DDoS,Known_Pattern_B,Low,Segment_A,None,Alert_Data,Server,2023,1,5,14,3,2352383832,1762054868,0,Logged
15123,31079,ICMP,957,Data,FTP,IoC_Detected,45.11,No_Alert,DDoS,Known_Pattern_A,High,Segment_B,Log_Data,Alert_Data,Server,2021,10,29,8,4,1566945679,1371025232,0,Ignored
37481,22105,UDP,558,Data,HTTP,None,6.65,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_C,None,Alert_Data,Firewall,2021,12,6,3,0,2373092656,2408597199,2356840362,Logged
16543,52980,ICMP,862,Data,DNS,None,50.4,No_Alert,Intrusion,Known_Pattern_B,High,Segment_B,None,Alert_Data,Firewall,2022,3,16,0,2,644343464,1634189626,2484151868,Ignored
39340,2792,ICMP,1042,Data,DNS,None,71.25,No_Alert,Malware,Known_Pattern_A,Medium,Segment_A,None,Alert_Data,Firewall,2020,11,7,5,5,1985706704,2604777990,0,Blocked
9123,11321,UDP,138,Data,HTTP,IoC_Detected,23.37,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Firewall,2020,2,13,2,3,2189149398,3175657040,0,Blocked
9641,18994,UDP,1069,Data,DNS,IoC_Detected,27.95,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_B,None,Alert_Data,Server,2022,9,19,5,0,215461081,1572667724,2772433918,Blocked
49232,9686,TCP,1404,Data,FTP,None,73.2,No_Alert,DDoS,Known_Pattern_A,High,Segment_B,None,Alert_Data,Server,2022,9,7,20,2,2294505363,813445202,439597791,Ignored
64873,38449,ICMP,836,Control,DNS,None,14.52,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_B,Log_Data,None,Server,2023,5,4,20,3,3346901807,3049760142,1408810535,Blocked
1271,60322,ICMP,670,Data,HTTP,None,98.52,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_C,Log_Data,None,Server,2023,7,27,20,3,2219714978,3163341553,0,Ignored
61520,4989,UDP,281,Control,DNS,IoC_Detected,53.75,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_C,None,None,Server,2022,5,5,20,3,3738112569,2628103450,0,Blocked
29736,64737,ICMP,1298,Control,DNS,None,5.25,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Firewall,2021,2,19,9,4,1498863004,1303193081,2221929019,Logged
12992,35053,UDP,126,Data,FTP,IoC_Detected,34.31,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Firewall,2022,3,7,20,0,2604166599,1275229618,0,Ignored
37145,38353,TCP,1322,Control,FTP,IoC_Detected,47.67,No_Alert,Malware,Known_Pattern_B,Low,Segment_A,Log_Data,Alert_Data,Server,2020,12,6,19,6,3380893480,522991791,1241709889,Logged
50004,46648,TCP,981,Control,FTP,IoC_Detected,92.32,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_B,None,Alert_Data,Firewall,2021,10,29,14,4,3247568331,1497819773,3577109429,Blocked
32036,35893,UDP,248,Data,HTTP,None,60.28,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_C,None,Alert_Data,Firewall,2021,3,25,11,3,757470294,2608295854,0,Ignored
38944,41953,UDP,829,Data,FTP,None,99.98,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_C,Log_Data,None,Firewall,2021,12,20,22,0,1258866112,2570426318,199074405,Ignored
10825,35984,UDP,1201,Control,HTTP,None,46.43,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_A,None,Alert_Data,Firewall,2021,2,28,7,6,2248025476,3248132143,0,Ignored
17993,64639,TCP,1248,Control,HTTP,IoC_Detected,99.97,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_A,Log_Data,Alert_Data,Firewall,2023,1,22,18,6,1844009671,1065270683,3752613138,Logged
33106,38409,UDP,573,Control,FTP,IoC_Detected,53.4,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_A,Log_Data,Alert_Data,Firewall,2020,7,30,9,3,1362257451,1330947853,0,Blocked
65006,13878,TCP,89,Data,FTP,IoC_Detected,84.26,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_B,None,None,Firewall,2020,3,17,8,1,1756185214,3630285738,3417868811,Blocked
2455,59065,UDP,801,Control,HTTP,IoC_Detected,4.8,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_C,None,Alert_Data,Firewall,2021,6,10,17,3,1957956366,819396733,1197184167,Logged
54239,23867,UDP,173,Control,FTP,IoC_Detected,61.96,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_A,None,None,Server,2021,7,25,3,6,2665986018,686636338,0,Blocked
20970,13047,UDP,511,Control,FTP,IoC_Detected,81.3,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_B,None,Alert_Data,Server,2021,7,3,18,5,2351754965,2800328097,3040090983,Logged
15981,18931,ICMP,395,Control,DNS,IoC_Detected,69.72,No_Alert,Intrusion,Known_Pattern_A,Low,Segment_A,Log_Data,Alert_Data,Server,2020,8,20,23,3,3618172518,2360833578,3278802830,Blocked
6304,52554,UDP,1277,Control,DNS,None,75.61,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_B,Log_Data,Alert_Data,Firewall,2023,2,26,13,6,1177374785,1764986638,0,Logged
39523,60555,UDP,1286,Data,DNS,None,3.55,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_B,Log_Data,Alert_Data,Server,2021,8,2,10,0,2295857345,2607441462,0,Logged
10434,7887,UDP,1360,Control,FTP,IoC_Detected,47.54,No_Alert,DDoS,Known_Pattern_A,Low,Segment_A,Log_Data,Alert_Data,Firewall,2020,9,7,11,0,2815476389,1709740728,0,Ignored
14072,38499,ICMP,1202,Control,DNS,IoC_Detected,3.29,No_Alert,Malware,Known_Pattern_A,Low,Segment_C,None,Alert_Data,Firewall,2022,12,12,19,0,217559377,738190946,0,Blocked
31327,12888,ICMP,649,Control,DNS,IoC_Detected,53.28,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_C,Log_Data,None,Firewall,2020,1,21,13,1,649465409,241078213,2968047430,Blocked
60942,20291,ICMP,1495,Data,FTP,IoC_Detected,99.4,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_B,Log_Data,None,Firewall,2023,6,1,9,3,902620510,596101891,0,Blocked
61342,35845,TCP,790,Control,DNS,None,42,Alert_Triggered,Intrusion,Known_Pattern_B,Low,Segment_A,Log_Data,Alert_Data,Firewall,2022,7,2,7,5,1497712208,2623215184,0,Ignored
52379,17410,ICMP,121,Control,FTP,None,60.75,No_Alert,DDoS,Known_Pattern_B,Low,Segment_B,None,None,Firewall,2021,9,29,7,2,1727877042,720083114,0,Ignored
41278,38310,TCP,1201,Control,HTTP,None,35.64,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_C,Log_Data,Alert_Data,Firewall,2021,1,4,23,0,2307156120,1640624564,0,Logged
4625,5035,ICMP,1037,Data,HTTP,None,53.73,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_B,None,Alert_Data,Firewall,2020,1,23,4,3,1392286079,2068232542,2437845573,Logged
29440,12715,UDP,949,Data,HTTP,IoC_Detected,43.81,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Server,2022,1,17,22,0,1693421466,797631797,3652262467,Ignored
37879,52794,TCP,1349,Control,FTP,None,55.28,No_Alert,DDoS,Known_Pattern_A,Low,Segment_C,None,Alert_Data,Server,2022,9,24,22,5,1757913664,683449481,0,Blocked
19824,26960,UDP,1182,Data,HTTP,IoC_Detected,56.53,Alert_Triggered,Intrusion,Known_Pattern_B,Low,Segment_C,Log_Data,None,Firewall,2021,12,12,0,6,1675226388,746577581,0,Blocked
58739,43445,ICMP,433,Control,DNS,None,60.34,No_Alert,Intrusion,Known_Pattern_B,High,Segment_C,Log_Data,None,Server,2023,2,4,7,5,1689287588,2373544064,1749531536,Ignored
52190,55313,TCP,104,Data,HTTP,IoC_Detected,94.65,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_B,None,Alert_Data,Firewall,2020,6,20,15,5,1934711246,1637500498,2463069990,Blocked
45225,41990,TCP,574,Data,HTTP,IoC_Detected,62.37,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_A,Log_Data,None,Firewall,2023,5,2,17,1,1546696916,2581141312,563402467,Blocked
12552,18438,UDP,908,Control,FTP,None,15.27,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_B,None,Alert_Data,Server,2020,9,27,13,6,3515980128,1123062962,0,Ignored
61760,54162,TCP,1205,Control,DNS,IoC_Detected,76.47,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_A,None,Alert_Data,Server,2020,2,27,14,3,1629627961,3274285907,0,Ignored
7358,49980,TCP,960,Control,FTP,None,13.95,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_C,Log_Data,Alert_Data,Firewall,2022,2,20,22,6,1281272275,585260888,891616069,Logged
43078,42640,ICMP,1234,Control,DNS,None,67.41,Alert_Triggered,Malware,Known_Pattern_B,Medium,Segment_B,None,Alert_Data,Server,2022,2,22,16,1,58487317,72706831,1357742437,Logged
42012,5561,ICMP,1452,Data,HTTP,None,36.65,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_B,Log_Data,None,Server,2022,9,21,12,2,1378263252,426275301,984238783,Blocked
11845,22888,ICMP,1461,Control,DNS,IoC_Detected,26.15,No_Alert,Intrusion,Known_Pattern_B,High,Segment_A,Log_Data,Alert_Data,Firewall,2023,8,2,16,2,2496035349,3556305490,626503968,Ignored
36270,37356,TCP,1350,Control,DNS,None,6.24,No_Alert,Intrusion,Known_Pattern_A,High,Segment_B,None,Alert_Data,Firewall,2020,4,21,10,1,2422115907,2179817606,0,Blocked
60733,49834,UDP,1357,Data,FTP,IoC_Detected,22.24,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_C,Log_Data,None,Firewall,2021,7,12,10,0,1653580159,572016362,0,Logged
53794,10521,TCP,675,Data,HTTP,IoC_Detected,9.91,Alert_Triggered,Intrusion,Known_Pattern_A,Low,Segment_A,None,None,Firewall,2020,6,14,2,6,3372850338,2780526142,0,Ignored
52071,14379,TCP,1373,Control,FTP,IoC_Detected,29.26,No_Alert,Intrusion,Known_Pattern_A,High,Segment_A,None,None,Firewall,2020,10,21,16,2,1806596892,598062073,1652418013,Blocked
62027,35036,UDP,790,Control,DNS,IoC_Detected,99.01,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_C,None,None,Firewall,2021,7,29,5,3,2324406652,1634308800,298371053,Logged
34209,31165,UDP,898,Control,FTP,IoC_Detected,78.65,No_Alert,DDoS,Known_Pattern_B,Low,Segment_C,None,Alert_Data,Server,2020,11,4,12,2,1926803278,2357947451,0,Blocked
63263,25448,TCP,1157,Data,HTTP,IoC_Detected,95.25,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_A,None,None,Server,2023,4,5,7,2,361255237,288334069,0,Logged
27298,4899,ICMP,124,Data,HTTP,None,30.41,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_C,Log_Data,None,Firewall,2023,6,21,9,2,1479954302,897219336,0,Blocked
63550,58809,UDP,1489,Data,FTP,None,57.5,No_Alert,DDoS,Known_Pattern_A,High,Segment_C,None,Alert_Data,Server,2023,8,13,0,6,845393291,125094800,0,Blocked
10588,57249,TCP,1347,Control,FTP,None,78.09,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_C,Log_Data,None,Server,2021,6,30,23,2,1833551635,1358323406,2365871089,Blocked
33996,14370,ICMP,1098,Control,FTP,None,25.94,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_A,Log_Data,None,Firewall,2020,4,3,7,4,623787608,725857622,0,Ignored
58606,53975,UDP,1002,Control,FTP,None,93.63,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_A,None,None,Firewall,2021,7,12,23,0,1209073600,1587593615,0,Logged
24404,6655,TCP,1189,Data,HTTP,IoC_Detected,20.96,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Server,2021,7,28,5,2,3197308460,501316633,115150420,Logged
35980,8047,ICMP,651,Control,DNS,IoC_Detected,73.01,No_Alert,DDoS,Known_Pattern_B,High,Segment_B,None,None,Server,2021,2,10,11,2,2182984747,960672388,0,Logged
9988,62853,ICMP,1234,Control,HTTP,None,33.67,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_C,Log_Data,Alert_Data,Firewall,2021,9,26,1,6,1858329978,856180730,3487571002,Ignored
17930,7983,UDP,528,Control,DNS,IoC_Detected,58.8,No_Alert,Malware,Known_Pattern_A,Low,Segment_A,None,None,Firewall,2023,1,21,18,5,1820579053,3375048272,0,Logged
16205,57653,ICMP,550,Control,FTP,IoC_Detected,51.05,No_Alert,Malware,Known_Pattern_A,Low,Segment_A,None,Alert_Data,Firewall,2020,10,1,0,3,339737524,635514869,2193597976,Blocked
30951,55463,UDP,206,Data,DNS,None,46.99,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_A,None,Alert_Data,Firewall,2022,5,16,15,0,1558185600,240761816,2731385493,Logged
51109,27607,ICMP,637,Data,DNS,IoC_Detected,16,No_Alert,DDoS,Known_Pattern_A,Low,Segment_A,None,None,Server,2020,7,8,15,2,3028439050,3700441802,3155626832,Blocked
26489,25896,TCP,548,Data,DNS,None,74.38,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_B,None,None,Firewall,2023,3,25,20,5,2453789740,3612250581,0,Logged
53232,61911,UDP,1098,Control,HTTP,IoC_Detected,46.95,Alert_Triggered,DDoS,Known_Pattern_B,Low,Segment_B,None,None,Firewall,2020,10,12,18,0,1549939314,3569686282,396835768,Blocked
39677,41989,TCP,202,Control,HTTP,None,32.54,No_Alert,Malware,Known_Pattern_B,High,Segment_B,None,None,Firewall,2020,12,7,10,0,1361944501,528200696,0,Ignored
34182,50984,ICMP,148,Control,DNS,None,84.61,Alert_Triggered,Intrusion,Known_Pattern_B,High,Segment_C,Log_Data,Alert_Data,Server,2023,9,25,3,0,2985429405,533185288,1806193405,Logged
28748,19143,TCP,925,Control,HTTP,IoC_Detected,33.79,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_B,Log_Data,None,Server,2020,4,2,23,3,989708716,2018307092,0,Blocked
6101,63280,ICMP,870,Data,HTTP,IoC_Detected,83.81,No_Alert,DDoS,Known_Pattern_A,Low,Segment_A,None,None,Firewall,2021,11,1,16,0,562586342,408061258,0,Ignored
40042,11336,TCP,241,Data,DNS,IoC_Detected,71.85,No_Alert,DDoS,Known_Pattern_B,High,Segment_C,None,None,Server,2022,11,2,12,2,2985559960,1892497865,0,Logged
28476,46348,UDP,499,Control,FTP,None,23.93,No_Alert,Malware,Known_Pattern_A,Low,Segment_A,Log_Data,Alert_Data,Server,2020,10,20,18,1,1147381006,1955448737,3082664322,Blocked
38791,53280,UDP,609,Control,DNS,IoC_Detected,45,No_Alert,Intrusion,Known_Pattern_B,Medium,Segment_A,None,Alert_Data,Firewall,2022,10,17,5,0,2354877709,336767410,444151355,Ignored
30016,57505,UDP,1107,Control,FTP,IoC_Detected,93.76,Alert_Triggered,Intrusion,Known_Pattern_B,Low,Segment_B,Log_Data,Alert_Data,Firewall,2021,9,4,12,5,358487945,2965817463,2553814421,Blocked
49196,38126,UDP,453,Control,FTP,IoC_Detected,47.3,No_Alert,DDoS,Known_Pattern_B,High,Segment_B,None,None,Server,2021,7,15,9,3,691519005,19641162,0,Logged
2867,19443,UDP,78,Data,HTTP,None,98.41,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_C,None,None,Server,2023,1,22,20,6,948973334,78118220,1153343722,Logged
8195,48005,ICMP,1076,Control,DNS,None,79.09,Alert_Triggered,Malware,Known_Pattern_A,High,Segment_A,Log_Data,None,Firewall,2023,6,6,9,1,2085994010,2965134195,2930893731,Ignored
40075,45539,TCP,1333,Control,FTP,None,90.67,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_B,None,None,Server,2021,9,11,16,5,1165956344,2765456507,0,Blocked
48482,4995,TCP,175,Control,FTP,None,52.39,Alert_Triggered,Intrusion,Known_Pattern_B,High,Segment_C,None,None,Server,2023,9,14,1,3,1186059791,2292607065,1736072122,Ignored
27488,5885,ICMP,932,Control,HTTP,None,85.22,No_Alert,DDoS,Known_Pattern_A,Medium,Segment_A,Log_Data,None,Firewall,2023,9,29,5,4,2742560500,1364736104,2917082926,Logged
23352,42928,ICMP,745,Data,DNS,IoC_Detected,32.85,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_C,Log_Data,Alert_Data,Server,2020,5,5,6,1,725455752,2187371621,0,Ignored
33768,3089,TCP,884,Control,DNS,None,84.12,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_B,Log_Data,Alert_Data,Server,2023,5,16,5,1,1347376714,393079611,0,Blocked
47669,5579,ICMP,1343,Data,FTP,IoC_Detected,70.3,No_Alert,DDoS,Known_Pattern_B,Low,Segment_C,Log_Data,Alert_Data,Server,2020,1,7,12,1,2983646753,195733894,3519297860,Logged
21800,16699,ICMP,245,Control,FTP,None,73.53,No_Alert,DDoS,Known_Pattern_A,High,Segment_B,None,Alert_Data,Firewall,2020,8,23,3,6,2711068569,2420775761,1639141328,Logged
11229,51072,TCP,1017,Control,DNS,None,14.46,No_Alert,Intrusion,Known_Pattern_B,Low,Segment_C,Log_Data,None,Server,2020,5,26,19,1,1881527805,2983968453,0,Logged
50639,25414,ICMP,823,Control,DNS,None,76.19,No_Alert,Malware,Known_Pattern_A,Medium,Segment_A,None,None,Firewall,2021,3,1,3,0,2838265917,379401424,2594497744,Ignored
65405,25165,TCP,807,Data,DNS,None,27.02,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_B,Log_Data,None,Server,2022,5,2,3,0,1140189615,1989446084,0,Logged
5993,57072,UDP,362,Control,DNS,IoC_Detected,20.79,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_B,Log_Data,None,Firewall,2020,9,18,21,4,753283791,2354081854,1212013237,Blocked
22480,15160,ICMP,254,Control,DNS,None,33.28,No_Alert,Intrusion,Known_Pattern_A,Medium,Segment_C,None,None,Server,2020,12,18,16,4,1930997310,2915210878,1838034837,Ignored
48647,46562,ICMP,400,Data,HTTP,None,30.19,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_B,Log_Data,None,Server,2023,5,2,19,1,855859367,3453697643,1323908621,Ignored
13280,1365,ICMP,645,Data,HTTP,None,9.02,No_Alert,Malware,Known_Pattern_A,Low,Segment_B,None,Alert_Data,Server,2023,5,13,0,5,35016078,3224871623,732636123,Ignored
34290,59489,TCP,644,Control,HTTP,IoC_Detected,74.58,No_Alert,DDoS,Known_Pattern_A,Low,Segment_B,Log_Data,None,Server,2023,9,8,16,4,3555201308,688794958,479676225,Logged
11694,39894,TCP,558,Control,FTP,IoC_Detected,41.09,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_C,Log_Data,None,Firewall,2022,12,7,22,2,1928397750,2514008524,0,Logged
57982,55305,UDP,1192,Control,HTTP,IoC_Detected,98.25,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_C,None,Alert_Data,Firewall,2023,7,18,1,1,1295426508,1342577072,0,Logged
62729,20155,TCP,470,Data,FTP,None,36.86,No_Alert,Intrusion,Known_Pattern_A,High,Segment_B,None,None,Server,2020,4,17,19,4,1752643436,341827345,378637615,Blocked
3974,20931,ICMP,166,Data,FTP,IoC_Detected,96.59,Alert_Triggered,Intrusion,Known_Pattern_B,Medium,Segment_C,None,None,Server,2020,6,13,16,5,1529466924,936274509,1436778736,Logged
50849,31594,UDP,1266,Control,FTP,IoC_Detected,22.55,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_B,Log_Data,None,Server,2021,7,14,21,2,1059957561,3078840893,2661679073,Ignored
13316,60376,ICMP,790,Data,FTP,None,27.2,No_Alert,Malware,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Server,2020,1,28,18,1,965215521,1509866113,0,Blocked
45217,50214,UDP,1369,Control,DNS,None,8.7,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_C,Log_Data,Alert_Data,Server,2021,6,10,22,3,2811768457,757884063,0,Blocked
50755,56196,TCP,110,Control,FTP,None,24.11,No_Alert,Malware,Known_Pattern_B,Medium,Segment_C,None,None,Firewall,2022,11,17,19,3,2228822778,1981963342,3558702434,Logged
48688,31772,ICMP,1250,Control,HTTP,None,13.46,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_C,None,None,Firewall,2021,6,25,11,4,3199316697,2166839249,312685985,Ignored
10461,64735,TCP,1019,Control,FTP,IoC_Detected,70.85,No_Alert,DDoS,Known_Pattern_A,High,Segment_A,Log_Data,None,Firewall,2021,11,7,9,6,1764196582,1396762722,0,Blocked
59484,61129,UDP,1231,Data,HTTP,None,4.25,No_Alert,DDoS,Known_Pattern_A,High,Segment_A,Log_Data,Alert_Data,Server,2020,4,14,15,1,958612583,2498985431,532376684,Blocked
28102,41556,TCP,1126,Control,FTP,IoC_Detected,63.88,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_C,Log_Data,Alert_Data,Server,2022,11,8,19,1,109142802,1449435324,1106824943,Blocked
36894,23006,ICMP,887,Data,FTP,None,13.36,Alert_Triggered,DDoS,Known_Pattern_B,Medium,Segment_B,None,Alert_Data,Firewall,2023,2,25,9,5,3595308310,2715007466,2063089132,Ignored
9158,21756,UDP,892,Control,FTP,None,14.33,No_Alert,DDoS,Known_Pattern_B,Low,Segment_B,Log_Data,None,Server,2021,9,15,7,2,3645753931,3068154225,2556222546,Blocked
41024,44586,ICMP,313,Data,HTTP,None,56.75,No_Alert,Malware,Known_Pattern_A,High,Segment_B,Log_Data,Alert_Data,Firewall,2020,8,28,6,4,1489240925,3552950199,3670285412,Blocked
27270,45929,UDP,406,Data,HTTP,None,35.62,Alert_Triggered,DDoS,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Server,2023,5,10,1,2,2928923332,1000778835,2368610436,Blocked
25022,32710,UDP,1283,Control,DNS,IoC_Detected,42.38,Alert_Triggered,DDoS,Known_Pattern_A,Low,Segment_B,None,Alert_Data,Server,2023,9,26,8,1,1837770694,1051169792,667336944,Blocked
29993,12449,TCP,568,Control,HTTP,IoC_Detected,58.54,Alert_Triggered,Malware,Known_Pattern_A,Low,Segment_A,None,Alert_Data,Firewall,2021,8,21,11,5,2847784319,2306645894,2802995022,Blocked
23224,59219,UDP,160,Control,DNS,None,10.36,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_A,Log_Data,Alert_Data,Firewall,2022,10,26,9,2,1169346917,1607882513,0,Ignored
1232,11839,ICMP,202,Control,DNS,IoC_Detected,40.03,No_Alert,Malware,Known_Pattern_A,Low,Segment_C,Log_Data,Alert_Data,Server,2023,7,4,4,1,2012977304,1794354106,0,Ignored
57544,64973,ICMP,480,Control,FTP,None,44.74,Alert_Triggered,Intrusion,Known_Pattern_B,Low,Segment_A,Log_Data,None,Firewall,2023,1,28,11,5,1635912760,2034115284,1379191004,Logged
44622,30459,ICMP,375,Data,HTTP,None,22.71,Alert_Triggered,Intrusion,Known_Pattern_A,Medium,Segment_B,Log_Data,Alert_Data,Server,2023,6,20,10,1,105432538,304385051,0,Blocked
42686,13591,TCP,200,Control,DNS,None,24.76,Alert_Triggered,Malware,Known_Pattern_B,High,Segment_B,None,None,Firewall,2020,5,29,5,4,2039933012,71181727,0,Blocked
43670,18236,ICMP,1156,Control,FTP,IoC_Detected,63.5,Alert_Triggered,Malware,Known_Pattern_B,Low,Segment_A,None,None,Server,2021,12,12,1,6,371220882,862980962,2007445335,Blocked
57374,5209,UDP,227,Control,HTTP,None,17.31,No_Alert,DDoS,Known_Pattern_B,Medium,Segment_B,None,Alert_Data,Server,2020,9,25,23,4,1449506476,2887613600,2235929292,Logged
4399,57777,UDP,150,Data,FTP,IoC_Detected,24.22,No_Alert,Malware,Known_Pattern_B,Low,Segment_C,None,Alert_Data,Server,2023,2,25,8,5,762001530,1906183710,1993194880,Blocked
13671,6882,UDP,834,Data,DNS,None,58.92,No_Alert,DDoS,Known_Pattern_B,High,Segment_A,None,None,Server,2021,4,1,14,3,1235289664,2200357061,0,Logged
33855,47943,TCP,1190,Control,FTP,IoC_Detected,94.15,No_Alert,Malware,Known_Pattern_A,Medium,Segment_C,None,None,Firewall,2021,9,8,23,2,1848786015,197299206,2944923519,Ignored
32809,44250,UDP,1455,Control,FTP,IoC_Detected,71.24,Alert_Triggered,DDoS,Known_Pattern_B,High,Segment_B,None,None,Server,2021,9,23,8,3,963981877,1188086557,3592320307,Ignored
4238,11454,ICMP,1238,Control,HTTP,IoC_Detected,46.48,No_Alert,Intrusion,Known_Pattern_B,High,Segment_B,Log_Data,Alert_Data,Firewall,2020,1,31,20,4,199419802,1131717068,0,Blocked
52581,21371,ICMP,446,Control,HTTP,None,32.42,No_Alert,DDoS,Known_Pattern_A,Low,Segment_B,None,Alert_Data,Firewall,2020,5,3,23,6,3252043212,3216050754,0,Blocked
50417,62775,UDP,850,Control,FTP,IoC_Detected,73.42,Alert_Triggered,Intrusion,Known_Pattern_A,High,Segment_C,None,Alert_Data,Server,2023,7,18,6,1,2338047596,1996013661,0,Ignored
3878,54930,TCP,935,Data,HTTP,IoC_Detected,19.68,Alert_Triggered,Malware,Known_Pattern_A,Medium,Segment_C,Log_Data,Alert_Data,Server,2021,3,1,0,0,533618567,527080083,0,Blocked
21195,8913,ICMP,736,Control,DNS,IoC_Detected,23.98,Alert_Triggered,DDoS,Known_Pattern_A,High,Segment_B,Log_Data,None,Server,2022,12,30,13,4,503652479,1247916858,0,Logged
16465,55444,ICMP,936,Data,FTP,IoC_Detected,34.22,No_Alert,Intrusion,Known_Pattern_A,High,Segment_A,None,None,Firewall,2020,1,4,5,5,778191590,1453443579,0,Blocked
62129,2255,UDP,1225,Control,DNS,None,46.96,No_Alert,Malware,Known_Pattern_B,High,Segment_A,None,None,Firewall,2021,7,21,0,2,2465624494,1157761329,3640594511,Logged
