@relation water_quality_potability

@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Potability {0,1}

@data
7.000922,194.980456,22022.70357,7.000239,336.911442,430.388336,14.228893,66.645906,3.930523,0
7.119711,196.688052,21312.62053,7.084689,331.345074,428.842353,14.290024,65.492703,3.950752,0
7.190252,198.090069,22183.279185,7.054137,332.899234,424.166151,14.181401,67.627537,4.027027,1
6.864925,197.657484,20805.198918,6.995687,335.173102,430.041503,14.437207,64.783654,3.883096,0
5.970036,230.449329,16324.115196,5.293919,315.186121,327.786642,13.325987,39.554249,5.428674,0
8.651023,188.711637,13207.860966,6.834673,335.244783,399.691068,10.689365,43.953313,3.644279,1
6.889191,196.902469,22406.181589,7.018015,333.527422,429.517502,14.320129,65.61801,3.927797,0
7.099786,198.58622,21596.461071,7.104164,330.645344,423.046344,14.272775,68.247274,4.009787,1
7.044936,194.68498,22816.18311,7.077123,334.137956,429.539376,14.667537,66.141251,3.944622,1
7.117371,195.614959,21969.826014,7.103866,333.706919,427.004454,14.155795,66.778274,3.948376,0
7.130882,197.592739,22384.018693,7.362957,329.560636,429.68246,13.976214,68.035502,4.048392,1
7.210188,194.41415,22312.892616,7.144273,335.676337,427.038191,14.576863,66.1102,3.949549,0
7.061582,195.263024,21199.705945,6.994861,332.90676,424.070596,14.425932,66.137529,3.947204,0
7.187728,197.037462,22126.003247,7.199449,332.962953,427.794065,14.63714,66.730279,3.966182,1
7.175066,197.366578,21395.984916,7.091122,332.465695,427.779726,14.657375,65.572952,3.87517,0
7.06751,195.469817,22878.260192,7.147056,333.292133,430.981364,14.355518,68.256845,4.048325,1
6.791993,210.407967,30471.929098,6.614438,326.585846,493.179417,19.985555,61.120143,2.914057,1
6.979307,193.113381,20721.758652,7.033582,336.880157,433.478516,14.453736,65.657621,3.993009,0
6.967271,218.792793,33933.709852,8.97718,360.996941,438.809155,18.633065,71.919217,3.272471,0
6.938505,196.082658,22692.135841,7.078549,332.257094,431.822595,14.338132,65.574746,3.914719,0
7.034638,195.832802,22200.734584,7.167034,332.465356,432.2238,14.519798,64.755085,3.995602,0
7.018344,196.196503,21602.538277,7.133489,336.248212,430.069378,14.502621,67.41125,3.995571,0
7.158795,198.035482,22593.295783,7.30185,330.569762,423.578779,14.096664,65.79901,3.993885,1
7.200159,196.529272,22172.679975,7.146134,332.396841,420.980159,14.228128,66.896108,4.004145,1
6.983058,196.761644,21683.574485,7.15531,337.116732,425.589953,14.555822,65.763585,3.970125,0
8.313774,196.547696,11310.958313,5.310815,364.405067,607.915848,8.457142,76.69458,4.290072,0
7.040705,194.91146,21914.948157,7.130333,333.331061,423.295093,14.297636,66.88444,3.985076,0
7.118404,196.982922,22548.893535,7.308053,331.714433,434.394963,14.235049,66.649669,3.98125,1
7.096236,195.193605,21441.8841,7.240938,332.615217,432.013035,14.483152,67.291642,3.960781,0
7.084845,193.663591,22657.860976,7.314511,332.739586,429.554518,14.264262,67.085381,3.932067,1
7.289712,195.726138,21542.268127,7.262598,335.40661,425.998423,14.339469,67.770832,4.026151,0
7.000234,196.600751,21790.566865,6.911724,335.415027,432.681322,14.375136,65.261336,3.885861,0
7.018829,196.117703,21408.784888,7.126055,334.827008,423.815292,14.388992,67.245093,3.89302,0
6.741246,196.833001,23565.73271,7.594584,315.574602,500.142898,11.663073,31.778484,3.500971,0
7.173423,197.582432,21704.134692,7.2979,333.956506,418.281958,14.269453,66.763138,3.997153,1
7.371914,148.193698,42059.380417,7.96671,324.546262,544.848432,17.166504,62.677756,4.338957,1
6.847863,234.942203,24456.174888,5.596241,334.873046,337.573151,9.515292,77.2973,4.921196,1
7.227574,197.2613,21682.368801,7.222491,329.460946,427.286337,14.433151,67.472004,3.994643,1
7.10915,193.069044,21841.861517,7.250305,333.519389,427.151656,14.145179,68.290664,3.988045,1
4.227537,201.447487,13122.329581,6.932558,374.843538,402.660774,22.823293,76.469426,4.479628,0
7.135697,195.574034,22407.046767,7.161456,330.224243,421.348479,13.972096,66.417533,4.028354,1
7.174831,194.808608,21884.068282,7.065778,330.958146,426.540275,14.377516,66.69594,3.941502,1
7.083718,195.170812,21991.561959,7.003092,333.390015,427.78101,14.456239,64.632119,3.967099,0
7.002464,195.126036,21444.134483,7.128825,337.587864,427.01213,14.548639,65.419607,3.919586,0
7.161715,238.333584,13680.764138,9.27412,284.407842,478.76697,16.836291,74.38358,3.909974,0
8.512781,157.666918,33092.669353,6.765469,305.85557,377.618945,13.309391,43.019427,4.026622,1
7.302796,194.877014,21641.356303,7.140587,332.148505,425.567787,14.175608,67.937473,3.950427,0
7.184417,193.909502,22254.966612,7.207668,336.033066,421.851117,14.104321,67.475208,4.035334,1
7.136628,196.935486,21912.156531,7.12054,331.423249,427.970983,14.321005,66.958394,3.991585,1
7.126197,193.639619,22415.139784,7.181656,331.364161,429.75752,14.663662,65.522613,4.023967,1
7.064352,196.272839,21767.814052,7.116003,325.848467,423.098831,14.657008,67.177474,4.04698,1
7.122092,194.697956,22442.212404,7.190363,333.683004,429.617266,14.208323,67.023864,3.976278,1
7.058022,195.324325,22115.213003,7.141902,331.719969,426.034423,14.638042,67.146186,3.993141,1
7.109596,197.295732,21796.259417,7.089405,335.11776,423.829706,14.488134,66.257208,3.979206,1
6.994327,194.583358,21478.78346,7.126967,332.059677,428.692876,14.68945,65.316661,3.960281,0
7.096088,197.118878,21197.470351,7.176683,337.060771,437.200256,14.589845,65.525829,3.975409,0
6.992396,195.067716,22329.679007,7.171654,329.640479,425.030686,14.39226,66.365375,4.039631,1
7.081527,197.078259,21940.221823,7.156805,329.739503,427.666331,14.361757,66.296777,3.965643,0
7.221689,203.069029,13703.220377,7.823612,352.124567,412.32049,16.125741,80.058877,3.160818,1
7.111268,194.791272,22413.030645,7.322224,327.5483,415.239173,14.142155,66.390963,3.974438,1
7.196838,194.135685,22744.176738,7.147102,332.505823,428.596428,14.085398,65.433008,3.946348,1
7.155823,197.883975,22974.892649,7.189145,325.629734,422.999244,14.296493,66.901165,3.940991,1
7.194032,199.735059,22125.99079,7.263527,331.590345,422.409517,13.840208,64.954924,3.954115,1
6.136907,151.784319,20561.694731,8.487856,384.156079,363.618492,13.713703,96.582865,4.704585,0
7.218079,194.302136,21581.367626,7.072632,330.670098,423.482593,14.536819,68.019418,4.009118,1
7.860106,182.041986,34591.678148,6.187857,287.223779,285.228661,14.365625,74.888422,3.499775,1
7.099015,192.274439,22289.08572,7.338995,328.825853,434.689951,14.315678,66.940612,4.00447,1
7.195961,194.988472,22308.552662,7.373949,332.028741,426.364092,14.063251,67.72322,3.983477,1
7.074452,196.580684,21815.816795,7.19542,331.590838,425.235896,14.37085,67.031285,3.992045,0
7.078361,198.412447,16648.600567,6.931096,348.547981,472.276001,17.249616,59.630894,3.263465,1
7.221786,195.627357,21410.058697,7.01674,337.922834,427.436884,14.21385,65.242922,4.000181,0
7.070854,196.199124,21826.872324,7.021188,332.455018,431.804223,14.406551,65.241108,3.897015,0
7.021914,197.499621,21425.702707,7.065137,334.191558,426.799347,14.436997,65.610047,3.93704,0
7.125331,198.010709,22359.421716,7.182904,329.950121,429.290006,14.399582,68.057642,4.055683,1
7.063669,195.356799,22084.677365,7.011471,333.661186,425.604422,14.189627,67.251225,3.932505,1
7.0286,196.826256,22344.687504,7.195582,334.813952,427.628059,14.238329,66.767884,4.001371,1
6.443754,196.615992,25740.412591,2.48438,435.672765,352.353623,16.924419,33.051888,4.498685,1
7.11551,192.609122,22177.470205,7.208051,332.707991,423.386792,14.179212,66.792227,4.076222,1
7.160813,196.079849,22395.851915,7.004667,335.723381,418.90649,14.230404,66.460883,3.994454,1
6.744799,204.084318,20215.697517,6.125252,304.527937,544.339317,12.014243,72.608076,4.868543,1
7.136103,186.582706,19502.538967,8.095427,305.430011,355.937238,15.64513,73.885612,2.574192,1
7.011614,194.971459,21364.998908,7.099301,334.268114,430.630539,14.374698,66.966792,4.001844,0
7.061287,197.780713,21845.157637,7.192274,332.67067,427.839417,14.326822,68.614684,3.994694,1
7.136795,194.605325,21052.981642,7.109878,333.610006,420.091923,14.276045,67.164794,3.922025,0
5.189414,171.238926,12289.900922,10.7865,301.230848,501.559725,12.284334,54.473935,4.876273,0
7.136481,197.947129,22486.586522,7.133827,333.621108,421.978577,14.102301,66.717792,3.982375,1
7.076052,197.804177,21300.581779,7.142619,331.093259,433.045725,14.38803,65.950658,3.945371,0
7.005821,196.187566,22315.933858,7.032703,333.967091,418.145094,14.490923,65.860458,3.95742,0
7.262479,196.090344,21964.915942,7.006421,332.466763,427.130422,14.255273,65.804576,3.987034,1
7.488133,177.353052,24786.050528,8.613304,369.210671,387.868075,14.149473,48.965996,3.474035,0
7.01409,195.614608,22190.805504,7.393049,332.76614,424.080201,14.004231,65.340403,3.914109,1
7.037822,195.166182,21553.087571,7.073718,334.334408,436.177301,14.200568,65.761406,4.019536,0
7.26212,197.483104,21850.32216,7.047872,333.235754,423.60062,14.23275,66.560433,3.97909,1
6.887416,192.7973,21012.120488,7.112994,336.468595,425.156522,14.436734,67.238677,3.966893,0
7.100854,198.180192,22081.127575,7.074826,335.51253,422.593513,14.623211,67.720414,3.948267,0
7.243204,194.279202,22343.101565,7.215408,331.43639,422.59569,14.326638,66.873015,4.023156,1
7.025337,195.096858,23212.61761,7.16068,330.11577,420.887586,14.031407,67.25217,4.004719,1
7.08745,195.623019,21880.053445,7.064694,336.157351,423.17017,14.48672,65.9582,3.944108,0
7.080993,194.912659,21915.18657,7.183343,333.451506,415.388396,14.422023,66.259805,4.035082,1
7.830608,213.249258,18821.389612,6.475113,316.572415,405.278738,16.872395,55.90577,3.551568,1
7.027629,194.065366,21762.749555,7.055292,334.369274,428.718425,14.388933,65.968563,3.968059,0
7.136877,195.054944,21007.554904,7.153153,334.92767,421.481883,14.27967,66.327956,3.893307,0
7.204097,196.806399,22463.576749,7.325696,335.145681,431.381876,14.516908,67.327987,3.983264,1
9.850055,208.740232,35289.23711,8.35011,337.209742,462.480199,10.105146,50.886006,4.521836,1
7.166417,195.836462,21827.421899,7.05445,334.031093,420.83466,14.291183,69.013385,4.008659,1
8.719764,219.778898,30681.120258,7.268765,340.91849,481.853415,9.151209,50.178596,2.887725,0
7.073963,195.846125,23076.022448,7.166759,331.12206,417.802634,14.424797,66.919118,4.010921,1
6.632032,201.669933,24161.254979,7.964525,369.621585,346.860405,17.033602,61.20547,3.386294,1
7.277987,199.213976,21463.850919,7.213068,333.314695,426.757435,14.51422,67.024206,3.972991,0
6.998857,196.195404,20891.542824,6.976762,336.280716,423.998854,14.501568,66.971732,4.034799,0
7.174153,194.702959,22185.627617,7.143012,332.721355,430.071565,14.25098,67.372819,4.022809,1
7.134985,195.85889,22345.044136,7.263415,333.019769,419.810873,14.14339,65.539492,3.950805,1
7.087786,200.04417,22247.682204,7.036914,332.821872,427.625853,14.435121,65.171202,3.974002,1
9.567823,173.111498,38787.462705,5.15,444.970552,492.411524,12.904221,48.481477,4.197919,1
5.141507,111.994028,11288.634718,5.84175,389.225673,315.229665,12.982476,81.159239,4.510578,1
7.252633,195.673937,21554.956798,7.021796,337.235625,425.118698,14.181105,65.378225,3.942871,0
7.266595,176.853696,14859.059661,8.261778,327.172252,445.037456,19.923704,87.066131,3.357439,0
7.135288,197.889354,22567.09563,7.083463,334.420536,430.268215,14.16234,67.777219,3.871038,0
7.184101,197.251301,20995.185399,7.029084,331.060405,425.865511,14.447089,66.566035,3.940546,0
7.16322,194.499543,21671.888673,7.123214,334.905201,428.30641,14.312744,68.137714,3.976371,0
7.191989,197.692819,22142.359822,7.243361,333.050817,424.446155,14.03139,66.39607,4.028285,1
7.207789,196.01533,22623.242081,7.134075,329.464215,429.397463,14.186548,67.168579,3.966614,1
7.244247,197.062147,23051.697171,7.193292,332.162522,422.842493,14.343534,65.792706,3.99572,1
7.122553,197.576958,22469.822654,7.227608,336.991708,422.541846,14.146583,66.950772,3.948054,1
7.135118,196.477461,21810.359391,7.081264,333.415557,428.667793,14.483511,67.300392,3.917649,0
7.092876,199.137058,21865.515499,7.008154,334.530439,427.922273,14.261228,66.808968,3.947747,0
7.253304,196.060794,21788.066407,7.1467,330.372423,427.26579,14.632188,66.879577,4.007646,1
7.137304,195.785202,21418.147157,7.131207,334.330589,420.068829,14.275635,68.911567,3.995625,1
7.144487,194.182338,21586.186998,7.078693,334.323948,429.174023,14.477018,65.327489,3.955186,0
7.61161,222.252269,25063.683013,8.561124,287.948123,505.265483,18.273757,68.395413,2.873261,0
7.036056,194.605795,23345.781898,7.232792,329.361223,421.671108,14.220514,66.978185,3.988987,1
8.529669,157.700481,18203.730029,8.926826,309.541977,498.650833,12.287824,52.028741,3.776041,1
7.010411,195.739353,22345.503768,7.170383,332.261277,433.719165,14.608163,66.648976,4.066142,1
7.076715,196.193853,21720.261645,6.98642,332.003264,427.59081,14.438301,67.715833,3.865043,0
7.109788,197.895229,21754.22771,7.208083,330.557748,427.380637,14.335346,66.732702,4.006373,0
7.071603,201.343595,21400.498971,7.197736,333.447521,428.222388,14.268077,66.668843,3.973186,1
7.083818,198.775491,22044.205473,7.083243,335.456907,431.42878,14.645328,67.260202,3.970596,0
6.317577,143.299959,22577.818935,5.690078,338.8972,573.814744,15.315515,48.973887,3.399048,0
7.080093,193.469579,21818.406197,7.074517,331.888032,424.128473,14.604396,65.505881,3.864955,0
7.173503,195.203415,22704.44063,7.288277,328.911747,425.886581,14.233393,66.906531,4.004937,1
7.138943,197.223242,22365.026356,7.19552,331.352428,432.414633,14.125417,67.936254,3.986515,1
7.10366,194.737468,21840.819035,7.327399,332.229831,431.761058,13.921827,66.425382,3.973584,1
7.119982,195.464947,23276.781466,7.230321,330.670079,423.919635,14.345318,66.653545,3.984256,1
7.103759,196.787942,22757.497648,7.207608,327.682981,428.494449,14.397322,66.975157,4.009012,1
6.9723,193.561269,21563.506275,7.088643,329.618439,427.757302,14.376964,64.798781,3.96473,1
7.20275,198.285266,22315.914508,7.214708,334.497949,423.728042,14.039447,65.401592,3.95892,1
7.07912,193.407749,22589.665358,7.247449,333.321948,428.019399,14.506002,65.683667,3.929026,1
7.067547,196.058794,20785.877438,7.106472,334.882674,431.709531,14.929103,66.396375,3.878645,0
7.173711,192.470529,22851.755511,7.229035,330.755749,425.928897,14.288648,65.782435,3.992352,1
7.012069,196.982675,21390.047077,7.02874,333.852971,433.129593,14.627307,66.239144,3.924166,0
6.877524,196.991344,21766.869109,6.991183,334.254865,421.721997,14.307874,65.876254,3.943427,0
7.21553,193.546101,23492.698101,7.25062,331.052259,423.585571,14.083005,67.138429,4.010171,1
7.144144,196.523694,21776.583638,7.211369,330.801794,428.841564,13.993109,66.643849,3.978238,1
6.791697,175.894346,21467.950866,7.101224,349.492177,427.23974,12.556983,55.253912,2.817391,0
12.246928,217.368014,11318.140563,8.46516,375.894758,347.653054,9.762505,73.832405,3.533243,0
8.848586,188.919983,32033.332019,13.127,182.39737,479.791975,12.070444,77.671337,4.014682,1
7.040845,196.953228,23246.480424,7.217948,332.836041,426.041561,14.30338,65.548518,3.980876,1
7.057457,197.539141,21471.241264,7.086054,335.760738,426.531144,14.364176,64.866086,3.930807,0
7.180719,194.074516,22285.8089,7.099733,330.807961,421.524283,14.399759,66.703925,4.017463,1
7.041598,196.272334,22839.259174,7.087503,335.281788,419.388099,14.197378,67.182965,3.956948,1
7.053247,197.243712,22818.114754,7.032879,335.969172,423.883252,14.111993,66.852559,3.951509,1
6.941539,193.787971,21462.841023,7.012716,331.490372,432.044525,14.443733,65.424676,4.016949,0
6.922454,196.293162,21572.684317,6.969587,332.279945,415.515791,14.298677,67.407627,3.914916,0
7.022731,197.467574,22228.355491,7.103893,334.370536,420.543333,14.335257,66.278311,3.988063,0
7.079399,200.021713,21927.885185,7.235552,331.78206,427.135635,14.169875,66.563482,3.960928,0
7.055435,197.564884,21458.976313,7.028717,332.756251,434.828735,14.456079,66.044379,3.978306,0
7.04225,196.027718,22417.953568,7.174447,334.787851,424.345991,14.261923,67.663837,3.993862,1
7.178471,198.113784,21042.729637,7.158572,335.869176,428.180006,14.117534,66.650036,3.993134,1
7.037397,195.597156,21835.078788,7.14995,331.993916,424.985485,14.617846,65.995787,3.916744,0
5.898726,198.31002,21148.241905,9.1249,326.254282,312.388586,13.042948,74.311619,4.899815,1
7.052234,194.007174,21727.858992,7.15036,335.952669,419.956795,14.270654,67.64624,3.970745,1
7.000201,195.974047,21756.662076,7.129972,332.070939,424.472838,14.331758,66.477385,3.939369,0
6.94312,196.527738,21087.604041,7.113693,335.954264,423.913902,14.303322,65.31882,3.933956,0
7.313303,194.502937,23060.750202,7.169637,332.204833,421.862945,14.271276,67.39149,3.921364,1
7.120399,196.700193,21858.745725,7.037281,331.884111,421.669178,14.205819,66.610487,3.942288,1
7.3616,231.793183,29169.720783,7.929904,375.097188,389.272645,13.853116,39.532787,3.751589,1
7.094061,195.53488,22124.581414,7.193771,332.797903,428.830412,14.196457,66.729019,3.996095,1
7.09386,198.706742,21722.522519,7.115,334.131454,422.395897,14.535259,67.071988,4.018236,1
6.505873,240.287912,29534.690292,6.775277,341.728239,265.251199,13.570223,93.166465,4.497529,1
7.053191,198.854623,21509.730174,6.924864,337.417196,430.543883,14.59319,66.311604,3.932057,0
7.126486,194.832372,22513.925111,7.360713,330.540271,428.171682,14.387191,64.845657,4.004228,1
7.086873,196.09789,21612.958991,7.066553,334.002536,426.788883,14.390558,66.256096,3.999527,0
7.085957,199.453919,21156.413304,7.094024,335.583062,421.580266,14.585989,66.342481,4.02159,0
6.363836,207.422436,9844.702293,9.765921,320.630725,466.592544,19.156261,58.265305,4.038984,0
7.413288,196.452302,17465.345582,6.309196,355.164792,300.933492,13.178069,80.604776,3.290106,0
7.159016,196.346602,21058.025964,7.241842,331.36807,424.038119,14.353303,66.721125,4.025881,1
7.102186,197.113341,21116.312109,7.057905,332.983169,433.093609,14.555601,66.480534,3.958893,0
7.125023,195.261305,22363.626886,7.18931,331.499577,418.698867,14.26506,68.400663,3.944192,1
6.960017,197.830606,21116.357291,7.074256,329.690307,426.152189,14.439802,66.143689,3.922469,0
7.008241,195.869695,21992.476401,7.018316,335.432052,425.988969,14.249582,65.650249,3.957659,0
7.164734,196.432224,22580.325864,7.157707,331.414134,424.657075,14.422167,65.650598,4.065203,1
6.950296,193.537696,21308.752326,7.0473,333.28559,416.304337,14.388626,65.207754,3.892425,0
7.027861,199.15806,21684.030039,7.138199,333.482918,427.594599,14.458015,66.0275,3.998833,0
7.048927,194.334207,22304.765903,7.028058,331.143251,424.587057,14.470789,66.886751,4.074081,1
4.443851,240.167901,24070.263651,9.768406,338.052437,533.968647,11.877582,69.036523,5.038119,0
6.998961,196.86797,21868.028974,6.962529,337.229554,421.971872,14.697815,65.586477,3.882564,0
7.146954,194.640739,21690.046425,7.170698,330.764958,418.976191,14.011118,66.962808,3.933651,1
7.150471,199.200337,22568.345542,6.976757,329.800403,419.555519,14.38229,67.322232,3.93398,1
6.904121,228.960418,10836.969782,7.792593,362.296552,513.188842,12.70446,40.546037,4.141819,0
7.135393,199.103829,21992.76274,7.28381,328.800593,430.203005,14.574947,65.694392,3.92312,1
7.09379,194.640708,22490.803833,7.102971,333.117117,424.285514,14.288764,66.22674,3.977236,0
9.320305,129.823859,16002.13832,4.405035,271.670562,499.844167,13.076859,82.837583,4.20581,0
7.026383,197.832246,22067.386809,7.317311,329.961606,435.716997,14.158002,66.642137,4.018154,1
6.891549,184.074628,13376.680472,6.866435,333.802475,508.681145,16.586205,81.712849,4.958937,0
7.090558,195.270714,21944.619923,7.127725,335.20667,421.756378,14.299162,65.733158,3.963064,0
7.212144,196.567591,21995.137172,7.135607,329.878308,428.153265,14.667717,65.173155,3.959992,1
6.472371,164.768901,24246.503565,7.623012,373.212808,368.07951,12.764141,96.795403,4.134575,1
7.1693,197.275014,22128.501853,7.143493,330.857008,417.693815,14.363704,66.633544,3.968296,1
7.08151,195.941439,23189.334696,7.240043,333.230369,417.386848,14.696687,67.020264,4.003021,1
7.217661,195.981132,22809.358936,7.22651,334.100001,431.731247,14.179301,65.202085,3.974502,1
7.150955,194.914464,21451.594709,7.142164,333.569563,426.012145,14.495351,66.698434,3.941442,0
7.057487,195.149542,22599.251934,7.154187,331.436444,420.970857,14.217801,65.6451,4.000836,1
7.067259,197.221291,21815.396634,7.177562,332.961339,421.790203,14.450459,67.591915,3.956224,0
7.155132,197.06782,22326.269226,7.137382,328.086622,429.660781,14.601998,65.879808,3.971408,1
7.17838,197.178343,22995.956467,7.128408,332.422617,427.503655,14.100038,68.049918,4.071795,1
7.161095,194.937495,21321.805677,7.020866,335.143352,426.34321,14.431404,66.480787,3.966537,0
7.119884,197.904304,22153.877937,7.113164,335.222042,416.168392,14.417937,66.396198,3.992218,1
7.047974,195.092934,22534.586726,7.012886,330.938601,421.883865,14.372409,65.562818,3.964956,1
6.803038,196.137001,20782.49574,7.038043,333.872141,435.444469,14.371656,66.90116,3.998942,0
7.156556,197.296006,22688.446279,7.274321,331.376273,423.580912,14.255017,66.540593,3.987759,1
7.067291,195.932124,22406.625634,7.198147,335.480215,427.828212,14.356857,66.48578,4.009673,1
8.39451,224.347147,23961.504535,4.724373,337.406342,476.579456,17.213676,64.975961,3.712473,0
7.025962,195.481141,20869.510111,7.118005,336.054686,428.814977,14.626254,65.915853,3.924055,0
7.170435,194.644843,22162.740501,7.333481,330.041058,425.381622,14.26831,66.188739,4.012912,1
5.432512,231.351576,14970.647244,9.180703,409.988461,448.864741,10.838249,65.548216,3.874425,1
7.917049,278.056321,27192.280561,9.220128,424.787996,358.781736,15.054313,56.839602,3.659485,0
7.098896,197.598061,21322.283046,6.999126,331.762806,429.676776,14.287726,65.837869,3.938994,0
7.089626,196.411976,22285.294563,7.152569,333.21152,426.30318,14.171359,66.652275,3.986421,1
7.146641,194.886266,21114.038563,7.132358,331.808227,434.951914,14.348867,67.173045,3.998275,0
7.130298,195.286898,22255.366962,6.960604,333.138789,428.769978,14.429541,66.989232,3.916249,0
6.984567,194.580814,21990.016375,7.051095,330.408478,424.934026,14.016375,65.761879,4.092855,1
6.971365,197.677545,21716.340089,7.048514,331.63242,429.14613,14.615809,64.980899,4.011459,0
5.946161,190.551572,12767.656229,8.939748,323.742827,499.937502,12.41543,54.095581,4.903632,0
7.08413,196.351359,22099.882892,7.236178,331.209697,422.766533,14.339772,67.059903,4.034895,1
6.997495,196.331073,22013.711699,7.219536,331.116192,432.21614,14.36881,65.553761,4.012662,0
7.139428,179.234979,19862.811257,8.111958,337.947095,364.523151,17.384471,88.361846,3.771596,1
7.109536,194.379848,22074.988913,7.116798,334.03172,430.916425,14.169398,66.743522,3.981716,0
7.098479,196.208865,22726.74294,7.229682,333.354066,424.647931,14.217406,66.509582,3.992249,1
7.098026,193.982354,22485.458628,7.143395,330.388694,426.879288,14.28293,66.191086,4.016775,1
7.051061,196.499584,21827.661741,7.249662,334.491642,422.615949,14.119714,66.500598,3.963824,1
7.032335,194.717621,22257.859387,7.219599,328.5135,428.563451,14.219203,65.688774,4.022467,1
6.896714,195.697949,21543.174501,7.034362,332.132812,428.222242,14.145698,66.180226,3.885807,0
6.592443,242.480473,9381.239931,7.303184,312.814395,440.601135,14.027297,70.929879,3.060827,0
7.064062,197.908365,21297.208539,7.075524,335.040335,426.715579,14.298446,67.13508,3.944461,0
7.5423,230.15054,18877.493895,4.344707,278.250436,447.259353,17.555578,53.341682,4.317554,1
7.029281,197.597385,21461.966937,7.046688,334.619975,419.23622,14.488512,66.502583,3.99585,0
7.052368,192.917313,21671.364505,7.28749,331.097447,420.743535,14.032907,67.117318,3.977865,1
5.716251,184.229295,19393.469862,5.299164,290.276455,502.993687,19.643896,68.23637,3.433135,1
6.958167,198.471597,21437.261156,7.167539,332.476688,417.51122,14.141087,66.433379,3.984665,0
7.178579,194.71646,21836.951538,7.124587,337.97001,430.140189,14.62146,65.906768,3.867323,0
7.095085,195.391692,21326.949423,7.008032,333.6759,424.706104,14.381997,65.228803,4.012641,0
9.652563,205.206059,8508.15373,4.945417,386.541185,392.767453,12.446539,53.898037,3.19257,0
7.143024,196.052617,21128.214034,7.131385,336.68932,429.412814,14.327981,66.184694,3.876244,0
6.965923,192.167179,21447.844551,7.101337,333.623686,420.14849,14.458078,66.460412,3.960438,0
7.142739,196.52942,22272.386287,7.090966,333.772487,417.771167,14.436752,67.275073,4.014211,1
7.078182,193.286749,22552.589653,7.173856,330.501178,426.829848,14.549568,66.413757,3.966181,1
7.083878,196.027914,21669.235508,6.996237,334.804645,431.39378,14.434694,65.889385,3.912255,0
6.921275,194.790057,21842.468913,6.917387,332.393086,428.747428,14.382141,65.936492,3.941307,0
6.951177,198.394412,21997.311076,7.238368,336.549785,424.951795,14.211232,65.910685,3.979736,1
6.923636,260.593154,24792.525623,5.501164,332.232177,607.773567,15.483027,51.535867,4.013339,1
7.026136,197.57573,21414.102813,7.05242,331.829362,438.069218,14.270374,66.271901,3.95026,0
7.033748,195.783371,22030.259986,7.189316,333.168054,433.509366,14.55946,65.741209,3.919587,0
7.082342,199.231081,22548.684808,7.123768,332.347601,428.130785,14.105694,67.139733,3.951687,1
9.149734,230.561899,30468.641826,7.667655,337.557972,539.625037,16.133499,58.134527,5.436819,0
6.968801,193.165484,21686.104455,7.126368,333.756865,437.996811,14.704042,64.504372,4.005769,0
6.931769,195.614945,21688.095559,7.152624,330.06357,430.039457,14.248927,66.607751,3.96051,0
7.122346,197.075869,22857.401095,7.049107,330.731606,425.299845,14.51369,67.423156,4.067332,1
7.091219,192.698152,22299.112464,7.129946,334.589345,428.164209,14.001977,67.6967,4.002259,1
7.077031,192.265011,21831.255959,7.192632,333.755025,428.933291,14.614936,64.646181,3.916228,0
7.007736,196.163291,22023.702146,7.159001,334.59267,423.949626,14.155028,66.620606,3.886988,0
7.091867,193.321411,21883.821237,7.092199,330.769975,437.830152,14.628103,65.5692,3.939883,0
7.005668,196.713429,22351.651162,7.085336,335.002211,436.533624,14.167717,66.575638,3.924674,0
7.148246,197.298914,21858.841342,7.120027,333.748768,433.973962,14.918414,67.086981,3.917958,0
7.01178,196.876632,22462.330661,7.201599,333.589969,425.209197,14.161237,65.333238,4.034013,1
7.026512,197.162877,21580.685863,7.113309,332.7705,431.013547,14.220129,64.770334,3.99626,0
7.088658,198.084305,21119.599732,7.130804,334.815388,431.375029,14.124778,65.74302,3.971508,0
5.514062,212.555066,27859.748306,6.646356,286.474806,524.547975,13.067803,99.918387,4.460363,0
6.931919,197.184248,21146.678961,7.064176,337.482743,427.365589,14.603999,65.617211,3.950767,0
7.13593,194.055573,20855.833649,7.134099,334.766412,430.614447,14.557645,66.374956,3.976202,0
6.948649,195.598393,20773.79581,7.089392,332.993016,431.066849,14.44865,66.94139,3.919785,0
6.985699,194.777782,22233.209017,7.201993,332.305022,431.303913,14.32545,66.66292,3.930675,1
7.047432,197.223752,21807.403238,7.116128,335.361996,423.712339,14.500712,66.383184,3.992408,0
7.117993,195.408302,21852.117749,7.144039,335.530194,426.596566,14.361554,66.355657,3.984236,0
7.147942,197.264633,22518.068973,7.124843,331.779096,427.441716,13.972545,68.147842,4.004153,1
7.080565,195.509556,21184.812904,7.028984,333.502547,436.898684,14.108238,65.720004,4.042288,0
7.10553,191.771661,22818.485429,7.223905,335.294435,431.39041,14.119923,66.790808,4.008692,1
7.146284,195.11286,21378.618807,7.146896,332.975876,423.834389,14.589056,66.744836,4.005678,1
7.08409,189.213708,20828.006429,7.165226,333.823407,420.953321,14.329887,65.044513,3.99572,0
